District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,1235,9580,302,1267,8167,,145,1
Dakshina Kannada,147,1234,36,549,663,,20,2
Ballari,90,1244,37,552,657,,35,0
Vijayapura,51,558,30,404,143,,11,0
Kalaburagi,49,1646,52,1241,378,,27,0
Udupi,45,1321,22,1125,193,,3,0
Dharwada,45,555,22,231,312,,12,0
Bidar,29,755,20,532,186,,37,0
Mysuru,25,434,12,250,179,,5,0
Koppala,22,130,9,77,51,,2,0
Uttara Kannada,21,354,0,159,194,,1,0
Chamarajanagara,19,102,0,1,101,,0,0
Haveri,15,167,0,37,128,,2,0
Hassana,14,492,0,253,231,,8,0
Chikkaballapura,13,258,5,172,79,,6,1
Tumakuru,13,221,1,61,153,,7,0
Kolara,13,174,7,72,100,,2,0
Belagavi,11,394,0,313,75,,6,0
Davanagere,11,356,7,301,44,,11,0
Raichuru,10,569,0,422,144,,3,0
Mandya,10,518,13,367,151,,0,0
Chikkamagaluru,9,94,2,51,42,,1,0
Shivamogga,8,261,0,117,140,,4,0
Gadag,7,210,0,84,122,,4,0
Ramanagara,6,233,0,76,152,,5,0
Bagalakote,4,230,14,137,88,,5,0
Chitradurga,3,83,0,48,35,,0,0
Yadagiri,0,971,12,867,103,,1,0
Bengaluru Rural,0,218,0,46,166,,6,0
Kodagu,0,76,0,3,73,,0,0
Others*,0,36,0,32,1,,3,0
