District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,2050.0,36993,812.0,8288.0,27969,15.0,735.0,1
Udupi,281.0,2686,34.0,1765.0,910,1.0,11.0,0
Belagavi,219.0,1315,0.0,426.0,859,0.0,30.0,0
Kalaburagi,175.0,3141,47.0,1881.0,1211,1.0,49.0,0
Dakshina Kannada,162.0,3991,51.0,1231.0,2682,3.0,76.0,2
Dharwada,158.0,2485,135.0,845.0,1562,5.0,78.0,0
Mysuru,145.0,2053,19.0,693.0,1275,5.0,85.0,0
Bengaluru Rural,139.0,1079,0.0,247.0,825,0.0,7.0,0
Raichuru,135.0,1138,12.0,692.0,431,2.0,15.0,0
Ballari,134.0,2989,39.0,1371.0,1556,0.0,62.0,0
Chikkaballapura,110.0,1091,92.0,392.0,678,2.0,20.0,1
Davanagere,96.0,1071,0.0,641.0,400,0.0,30.0,0
Kolara,88.0,718,10.0,194.0,505,1.0,19.0,0
Chikkamagaluru,82.0,486,50.0,219.0,255,2.0,12.0,0
Bidar,77.0,1546,186.0,1021.0,457,3.0,66.0,2
Hassana,72.0,1131,27.0,609.0,489,3.0,33.0,0
Gadag,71.0,702,39.0,286.0,401,0.0,15.0,0
Bagalakote,70.0,878,0.0,318.0,524,2.0,36.0,0
Uttara Kannada,63.0,1335,96.0,614.0,708,3.0,13.0,0
Shivamogga,59.0,931,0.0,401.0,517,0.0,13.0,0
Vijayapura,52.0,1810,52.0,1245.0,542,0.0,23.0,0
Tumakuru,52.0,797,0.0,280.0,489,2.0,28.0,0
Haveri,50.0,583,0.0,292.0,272,4.0,19.0,0
Ramanagara,45.0,561,0.0,195.0,357,0.0,9.0,0
Yadagiri,43.0,1756,27.0,1507.0,248,0.0,1.0,0
Chitradurga,40.0,309,9.0,121.0,185,0.0,3.0,0
Mandya,37.0,960,0.0,695.0,258,0.0,7.0,0
Chamarajanagara,31.0,395,12.0,210.0,180,1.0,5.0,0
Koppala,21.0,579,3.0,318.0,250,0.0,11.0,0
Kodagu,7.0,288,28.0,210.0,73,0.0,5.0,0
Others*,0.0,36,0.0,32.0,1,0.0,3.0,0
