District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,1470.0,46923,784.0,12189.0,33816,26.0,917.0,1
Ballari,840.0,4930,43.0,1600.0,3258,3.0,72.0,0
Kalaburagi,631.0,4495,73.0,2271.0,2158,2.0,66.0,0
Mysuru,296.0,3163,73.0,896.0,2152,3.0,115.0,0
Udupi,225.0,3612,51.0,2173.0,1425,0.0,14.0,0
Dharwada,193.0,3383,55.0,1277.0,2003,8.0,103.0,0
Belagavi,155.0,2304,38.0,680.0,1572,6.0,52.0,0
Kolara,142.0,1053,0.0,358.0,673,2.0,22.0,0
Bengaluru Rural,138.0,1771,0.0,247.0,1514,1.0,10.0,0
Raichuru,120.0,1822,142.0,958.0,844,2.0,20.0,0
Dakshina Kannada,119.0,4925,80.0,2138.0,2672,9.0,113.0,2
Vijayapura,110.0,2405,20.0,1744.0,634,2.0,27.0,0
Davanagere,110.0,1533,60.0,927.0,569,1.0,37.0,0
Tumakuru,89.0,1074,15.0,327.0,706,0.0,41.0,0
Shivamogga,76.0,1237,0.0,491.0,724,1.0,22.0,0
Hassana,66.0,1738,58.0,811.0,884,1.0,43.0,0
Yadagiri,64.0,2052,5.0,1579.0,471,0.0,2.0,0
Gadag,63.0,1067,28.0,382.0,662,1.0,23.0,0
Ramanagara,62.0,696,0.0,195.0,491,0.0,10.0,0
Mandya,56.0,1247,0.0,808.0,429,0.0,10.0,0
Chitradurga,51.0,452,12.0,146.0,300,0.0,6.0,0
Bidar,42.0,1908,80.0,1308.0,528,1.0,68.0,4
Chikkaballapura,40.0,1470,29.0,614.0,825,0.0,30.0,1
Uttara Kannada,32.0,1778,89.0,986.0,775,1.0,17.0,0
Koppala,28.0,734,48.0,507.0,211,1.0,16.0,0
Bagalakote,27.0,1293,13.0,643.0,610,2.0,40.0,0
Haveri,27.0,786,23.0,480.0,282,1.0,24.0,0
Chikkamagaluru,26.0,705,3.0,377.0,309,1.0,19.0,0
Chamarajanagara,16.0,521,18.0,288.0,227,0.0,6.0,0
Kodagu,10.0,352,7.0,253.0,94,0.0,5.0,0
Others*,0.0,36,0.0,32.0,1,0.0,3.0,0
