District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,1898.0,48821,572.0,12761.0,35102,40.0,957.0,1
Ballari,452.0,5382,529.0,2129.0,3181,0.0,72.0,0
Kalaburagi,283.0,4778,39.0,2310.0,2396,6.0,72.0,0
Belagavi,228.0,2532,34.0,714.0,1760,6.0,58.0,0
Mysuru,220.0,3383,115.0,1011.0,2249,8.0,123.0,0
Tumakuru,207.0,1281,57.0,384.0,855,1.0,42.0,0
Kolara,174.0,1227,0.0,358.0,846,1.0,23.0,0
Dakshina Kannada,173.0,5098,200.0,2338.0,2642,3.0,116.0,2
Dharwada,173.0,3556,56.0,1333.0,2114,6.0,109.0,0
Vijayapura,153.0,2558,201.0,1945.0,585,1.0,28.0,0
Koppala,144.0,878,11.0,518.0,343,1.0,17.0,0
Davanagere,135.0,1668,36.0,963.0,664,4.0,41.0,0
Bagalakote,115.0,1408,87.0,730.0,636,2.0,42.0,0
Udupi,109.0,3721,55.0,2228.0,1472,7.0,21.0,0
Hassana,108.0,1846,33.0,844.0,954,5.0,48.0,0
Bengaluru Rural,107.0,1878,0.0,247.0,1621,0.0,10.0,0
Ramanagara,101.0,797,117.0,312.0,475,0.0,10.0,0
Mandya,96.0,1343,56.0,864.0,469,0.0,10.0,0
Raichuru,93.0,1915,131.0,1089.0,805,1.0,21.0,0
Gadag,73.0,1140,56.0,438.0,677,2.0,25.0,0
Chikkaballapura,72.0,1542,152.0,766.0,742,3.0,33.0,1
Yadagiri,67.0,2119,12.0,1591.0,526,0.0,2.0,0
Chitradurga,66.0,518,0.0,146.0,366,0.0,6.0,0
Chikkamagaluru,55.0,760,10.0,387.0,353,1.0,20.0,0
Shivamogga,54.0,1291,61.0,552.0,717,0.0,22.0,0
Chamarajanagara,52.0,573,31.0,319.0,248,0.0,6.0,0
Uttara Kannada,47.0,1825,85.0,1071.0,736,1.0,18.0,0
Haveri,40.0,826,21.0,501.0,301,0.0,24.0,0
Bidar,39.0,1947,49.0,1357.0,516,2.0,70.0,4
Kodagu,2.0,354,13.0,266.0,82,1.0,6.0,0
Others*,0.0,36,0.0,32.0,1,0.0,3.0,0
