District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,5,13622,9,13429,57,0,136,0
Ballari,17,38564,25,37761,213,1,590,0
Belagavi,5,25985,39,25436,207,0,342,0
Bengaluru Rural,28,17999,20,17521,330,0,148,0
Bengaluru Urban,676,380247,792,365579,10422,4,4245,1
Bidar,10,7161,8,6938,49,0,170,4
Chamarajanagara,17,6586,19,6370,89,0,116,11
Chikkaballapura,14,12611,19,12222,273,0,115,1
Chikkamagaluru,8,13537,34,13230,168,1,139,0
Chitradurga,51,14040,34,13674,298,0,68,0
Dakshina Kannada,23,32444,20,31370,339,0,733,2
Davanagere,26,21841,10,21438,139,0,264,0
Dharwada,15,21646,10,20943,97,0,606,0
Gadag,7,10843,12,10665,37,0,141,0
Hassana,34,27619,40,26905,325,0,389,0
Haveri,5,10909,9,10660,59,0,190,0
Kalaburagi,30,20776,20,20252,203,0,321,0
Kodagu,46,5558,15,5323,166,0,69,0
Kolara,16,9482,25,9191,117,0,174,0
Koppala,8,13786,5,13430,78,0,278,0
Mandya,32,19111,23,18736,228,0,147,0
Mysuru,47,51551,47,50196,349,0,1006,0
Raichuru,11,14066,24,13765,144,0,157,0
Ramanagara,4,7316,7,7196,44,0,76,0
Shivamogga,13,21786,21,21287,151,0,348,0
Tumakuru,57,24039,52,23204,460,0,375,0
Udupi,16,22929,15,22617,125,0,187,0
Uttara Kannada,8,14054,26,13745,135,0,174,0
Vijayapura,6,13987,7,13691,93,0,203,0
Yadagiri,5,10534,16,10392,81,0,61,0
Others*,0,36,0,33,0,0,3,0
