District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,2,13652,4,13490,26,0,136,0
Ballari,7,38797,23,37963,238,1,596,0
Belagavi,12,26175,16,25627,206,0,342,0
Bengaluru Rural,13,18194,22,17741,301,1,152,0
Bengaluru Urban,471,386057,491,372970,8795,4,4291,1
Bidar,7,7235,4,6992,68,0,171,4
Chamarajanagara,10,6731,15,6500,101,0,119,11
Chikkaballapura,25,12843,21,12522,204,0,116,1
Chikkamagaluru,9,13640,13,13392,109,0,139,0
Chitradurga,9,14193,14,13970,155,0,68,0
Dakshina Kannada,34,32757,22,31673,348,0,734,2
Davanagere,14,21972,7,21586,122,0,264,0
Dharwada,6,21801,11,21069,125,0,607,0
Gadag,6,10897,5,10718,38,0,141,0
Hassana,16,27901,24,27243,265,0,393,0
Haveri,1,10949,7,10727,32,0,190,0
Kalaburagi,14,21017,26,20452,242,1,323,0
Kodagu,14,5675,21,5529,76,0,70,0
Kolara,8,9646,9,9359,112,0,175,0
Koppala,5,13857,9,13491,87,0,279,0
Mandya,17,19341,37,19026,168,0,147,0
Mysuru,62,52186,53,50630,548,0,1008,0
Raichuru,2,14143,9,13900,85,0,158,0
Ramanagara,2,7372,9,7253,43,0,76,0
Shivamogga,31,21969,11,21409,212,0,348,0
Tumakuru,32,24401,31,23650,374,0,377,0
Udupi,3,23006,12,22754,64,0,188,0
Uttara Kannada,13,14188,14,13911,102,0,175,0
Vijayapura,12,14144,19,13829,111,0,204,0
Yadagiri,0,10570,5,10472,37,0,61,0
Others*,0,36,0,33,0,0,3,0
