District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,12,13638,10,13453,49,0,136,0
Ballari,24,38633,20,37813,228,1,592,0
Belagavi,29,26056,24,25495,219,0,342,0
Bengaluru Rural,31,18058,21,17583,326,1,149,0
Bengaluru Urban,586,382209,1614,368502,9440,10,4266,1
Bidar,8,7180,5,6948,58,0,170,4
Chamarajanagara,19,6639,10,6409,102,1,117,11
Chikkaballapura,20,12672,32,12324,231,0,116,1
Chikkamagaluru,14,13573,22,13274,160,0,139,0
Chitradurga,16,14098,13,13750,280,0,68,0
Dakshina Kannada,34,32556,33,31452,368,0,734,2
Davanagere,12,21884,14,21470,150,0,264,0
Dharwada,25,21699,19,20988,105,0,606,0
Gadag,4,10855,3,10686,28,0,141,0
Hassana,18,27707,60,27043,275,0,389,0
Haveri,4,10928,7,10683,55,0,190,0
Kalaburagi,50,20865,18,20319,225,0,321,0
Kodagu,17,5601,15,5386,145,0,70,0
Kolara,9,9536,19,9254,108,0,174,0
Koppala,6,13809,4,13443,87,0,279,0
Mandya,30,19201,41,18845,209,0,147,0
Mysuru,66,51732,16,50341,385,0,1006,0
Raichuru,14,14096,9,13816,122,0,158,0
Ramanagara,9,7342,2,7213,53,0,76,0
Shivamogga,30,21864,18,21336,180,0,348,0
Tumakuru,25,24164,23,23380,408,0,376,0
Udupi,8,22954,14,22656,110,1,188,0
Uttara Kannada,17,14104,40,13821,108,1,175,0
Vijayapura,10,14036,12,13723,110,0,203,0
Yadagiri,5,10550,9,10443,46,0,61,0
Others*,0,36,0,33,0,0,3,0
