District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,1,13647,1,13475,36,0,136,0
Ballari,20,38749,23,37905,249,1,595,0
Belagavi,22,26129,29,25589,198,0,342,0
Bengaluru Rural,17,18149,33,17681,317,0,151,0
Bengaluru Urban,550,384366,694,371081,9002,2,4282,1
Bidar,6,7215,11,6975,65,1,171,4
Chamarajanagara,27,6700,21,6455,115,0,119,11
Chikkaballapura,7,12776,28,12453,206,0,116,1
Chikkamagaluru,7,13611,9,13348,124,0,139,0
Chitradurga,18,14152,9,13881,203,0,68,0
Dakshina Kannada,14,32673,35,31591,346,0,734,2
Davanagere,7,21932,17,21536,132,0,264,0
Dharwada,12,21767,13,21032,129,0,606,0
Gadag,8,10875,5,10703,31,0,141,0
Hassana,26,27815,27,27161,261,2,393,0
Haveri,2,10944,5,10710,44,0,190,0
Kalaburagi,18,20951,14,20395,234,0,322,0
Kodagu***,1,5650,25,5467,113,0,70,0
Kolara***,14,9624,17,9331,118,0,175,0
Koppala,5,13837,9,13468,90,0,279,0
Mandya,15,19284,15,18928,209,0,147,0
Mysuru,43,51957,41,50505,444,2,1008,0
Raichuru,7,14123,27,13868,97,0,158,0
Ramanagara,8,7363,2,7227,60,0,76,0
Shivamogga,13,21912,9,21379,185,0,348,0
Tumakuru,50,24310,40,23535,398,1,377,0
Udupi,8,22984,11,22721,75,0,188,0
Uttara Kannada,13,14147,23,13877,95,0,175,0
Vijayapura,17,14099,12,13780,115,0,204,0
Yadagiri,2,10563,1,10457,45,0,61,0
Others*,0,36,0,33,0,0,3,0
