District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,4,13656,5,13495,25,0,136,0
Ballari,11,38808,19,37982,230,0,596,0
Belagavi,18,26193,8,25635,216,0,342,0
Bengaluru Rural,20,18214,13,17754,308,0,152,0
Bengaluru Urban,542,386599,754,373724,8575,8,4299,1
Bidar,7,7242,8,7000,67,0,171,4
Chamarajanagara,11,6742,18,6518,94,0,119,11
Chikkaballapura,32,12875,17,12539,219,0,116,1
Chikkamagaluru,9,13649,6,13398,112,0,139,0
Chitradurga,21,14214,13,13983,163,0,68,0
Dakshina Kannada,18,32775,34,31707,332,0,734,2
Davanagere,15,21987,14,21600,123,0,264,0
Dharwada,17,21818,19,21088,123,0,607,0
Gadag,4,10901,3,10721,39,0,141,0
Hassana,34,27935,45,27288,254,0,393,0
Haveri,3,10952,9,10736,26,0,190,0
Kalaburagi,12,21029,20,20472,234,0,323,0
Kodagu,7,5682,9,5538,74,0,70,0
Kolara,9,9655,6,9365,114,1,176,0
Koppala,3,13860,11,13502,79,0,279,0
Mandya,19,19360,28,19054,159,0,147,0
Mysuru,40,52226,54,50684,532,2,1010,0
Raichuru,5,14148,5,13905,85,0,158,0
Ramanagara,0,7372,4,7257,39,0,76,0
Shivamogga,12,21981,17,21426,207,0,348,0
Tumakuru,20,24421,30,23680,364,0,377,0
Udupi,1,23007,5,22759,60,0,188,0
Uttara Kannada,11,14199,10,13921,103,0,175,0
Vijayapura,5,14149,25,13854,91,0,204,0
Yadagiri,1,10571,5,10477,33,0,61,0
Others*,0,36,0,33,0,0,3,0
