District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,1,13648,6,13481,31,0,136,0
Ballari,28,38777,18,37923,259,0,595,0
Belagavi,21,26150,12,25601,207,0,342,0
Bengaluru Rural,15,18164,25,17706,307,0,151,0
Bengaluru Urban,642,385008,798,371879,8845,1,4283,1
Bidar,8,7223,7,6982,66,0,171,4
Chamarajanagara,9,6709,10,6465,114,0,119,11
Chikkaballapura,27,12803,29,12482,204,0,116,1
Chikkamagaluru,10,13621,15,13363,119,0,139,0
Chitradurga,19,14171,46,13927,176,0,68,0
Dakshina Kannada,20,32693,27,31618,339,0,734,2
Davanagere,19,21951,8,21544,143,0,264,0
Dharwada,15,21782,17,21049,127,0,606,0
Gadag,10,10885,4,10707,37,0,141,0
Hassana,27,27842,26,27187,262,0,393,0
Haveri,2,10946,6,10716,40,0,190,0
Kalaburagi,18,20969,18,20413,234,0,322,0
Kodagu,6,5656,5,5472,114,0,70,0
Kolara,11,9635,14,9345,115,0,175,0
Koppala,12,13849,8,13476,94,0,279,0
Mandya,16,19300,23,18951,202,0,147,0
Mysuru,88,52045,40,50545,492,0,1008,0
Raichuru,14,14137,9,13877,102,0,158,0
Ramanagara,1,7364,9,7236,52,0,76,0
Shivamogga,19,21931,9,21388,195,0,348,0
Tumakuru,40,24350,34,23569,404,0,377,0
Udupi,6,22990,7,22728,74,0,188,0
Uttara Kannada,14,14161,9,13886,100,0,175,0
Vijayapura,21,14120,19,13799,117,0,204,0
Yadagiri,4,10567,10,10467,39,0,61,0
Others*,0,36,0,33,0,0,3,0
