District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,7,13645,5,13458,51,0,136,0
Ballari,19,38652,16,37829,231,0,592,0
Belagavi,23,26079,29,25524,213,0,342,0
Bengaluru Rural,36,18094,16,17599,346,0,149,0
Bengaluru Urban,659,382868,490,368992,9607,2,4268,1
Bidar,12,7192,1,6949,69,0,170,4
Chamarajanagara,16,6655,13,6422,103,2,119,11
Chikkaballapura,13,12685,29,12353,215,0,116,1
Chikkamagaluru,19,13592,34,13308,145,0,139,0
Chitradurga,7,14105,63,13813,224,0,68,0
Dakshina Kannada,33,32589,27,31479,374,0,734,2
Davanagere,14,21898,24,21494,140,0,264,0
Dharwada,17,21716,17,21005,105,0,606,0
Gadag,6,10861,5,10691,29,0,141,0
Hassana,23,27730,46,27089,252,0,389,0
Haveri,6,10934,5,10688,56,0,190,0
Kalaburagi,22,20887,31,20350,216,0,321,0
Kodagu,17,5618,19,5405,143,0,70,0
Kolara,24,9560,18,9272,114,0,174,0
Koppala,10,13819,1,13444,96,0,279,0
Mandya,34,19235,31,18876,212,0,147,0
Mysuru,75,51807,32,50373,428,0,1006,0
Raichuru,7,14103,7,13823,122,0,158,0
Ramanagara,1,7343,3,7216,51,0,76,0
Shivamogga,10,21874,11,21347,179,0,348,0
Tumakuru,39,24203,38,23418,409,0,376,0
Udupi,4,22958,22,22678,92,0,188,0
Uttara Kannada,14,14118,16,13837,106,0,175,0
Vijayapura,23,14059,11,13734,121,1,204,0
Yadagiri,4,10554,2,10445,48,0,61,0
Others*,0,36,0,33,0,0,3,0
