District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,13,13568,8,13348,84,0,136,0
Ballari,15,38370,27,37605,180,1,585,0
Belagavi,18,25839,17,25219,279,0,341,0
Bengaluru Rural,11,17787,24,17316,325,0,146,0
Bengaluru Urban,501,374525,861,351065,19269,7,4190,1
Bidar,2,7106,13,6896,37,0,169,4
Chamarajanagara,7,6458,8,6223,108,0,116,11
Chikkaballapura,48,12258,29,11983,161,0,113,1
Chikkamagaluru,23,13378,31,13048,192,0,138,0
Chitradurga,3,13735,35,13454,215,0,66,0
Dakshina Kannada,23,32150,65,31039,387,3,722,2
Davanagere,10,21706,26,21290,153,0,263,0
Dharwada,19,21539,21,20781,155,0,603,0
Gadag,12,10805,5,10597,67,0,141,0
Hassana,43,27316,43,26540,389,0,387,0
Haveri,9,10848,21,10454,205,0,189,0
Kalaburagi,27,20611,18,20079,212,0,320,0
Kodagu,1,5380,9,5227,85,0,68,0
Kolara,25,9311,27,8997,141,0,173,0
Koppala,4,13709,9,13396,35,0,278,0
Mandya,20,18869,48,18376,346,0,147,0
Mysuru,34,51079,59,49762,316,0,1001,0
Raichuru,5,13940,23,13569,214,0,157,0
Ramanagara,4,7260,7,7141,44,0,75,0
Shivamogga,19,21672,27,21121,203,0,348,0
Tumakuru,32,23702,78,22866,466,0,370,0
Udupi,15,22802,31,22454,161,0,187,0
Uttara Kannada,15,13909,12,13588,149,0,172,0
Vijayapura,14,13874,15,13581,91,0,202,0
Yadagiri,26,10462,4,10303,98,0,61,0
Others*,0,36,0,33,0,0,3,0
