District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,8,13596,12,13391,69,0,136,0
Ballari,20,38454,15,37656,211,0,587,0
Belagavi,10,25909,9,25309,258,1,342,0
Bengaluru Rural,35,17897,15,17411,339,0,147,0
Bengaluru Urban,659,377251,1248,359801,13225,6,4224,1
Bidar,2,7115,3,6911,30,0,170,4
Chamarajanagara,8,6515,23,6286,102,0,116,11
Chikkaballapura,52,12416,37,12069,232,0,114,1
Chikkamagaluru,25,13470,8,13114,218,0,138,0
Chitradurga,40,13890,32,13575,248,1,67,0
Dakshina Kannada,29,32272,38,31193,347,2,730,2
Davanagere,27,21766,10,21350,152,1,264,0
Dharwada,18,21591,13,20854,131,1,606,0
Gadag,2,10820,8,10621,58,0,141,0
Hassana,45,27483,41,26710,386,0,387,0
Haveri,1,10875,3,10596,90,0,189,0
Kalaburagi,17,20690,14,20159,210,0,321,0
Kodagu,16,5422,22,5281,73,0,68,0
Kolara,19,9391,20,9075,143,0,173,0
Koppala,6,13733,5,13415,40,0,278,0
Mandya,26,18999,73,18548,304,0,147,0
Mysuru,44,51312,44,49953,356,0,1003,0
Raichuru,16,14000,15,13639,204,0,157,0
Ramanagara,5,7292,2,7160,56,1,76,0
Shivamogga,4,21727,14,21192,187,0,348,0
Tumakuru,27,23844,29,23013,458,2,373,0
Udupi,20,22863,15,22532,144,0,187,0
Uttara Kannada,12,13970,20,13669,129,0,172,0
Vijayapura,14,13920,9,13628,89,1,203,0
Yadagiri,3,10492,10,10327,104,0,61,0
Others*,0,36,0,33,0,0,3,0
