District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,11,13516,9,13265,115,0,136,0
Ballari,7,38249,24,37461,205,1,583,0
Belagavi,27,25680,19,25065,274,0,341,0
Bengaluru Rural,38,17653,33,17134,375,0,144,0
Bengaluru Urban,758,370492,131,348479,17866,9,4146,1
Bidar,1,7077,2,6856,49,0,168,4
Chamarajanagara,10,6365,18,6167,71,0,116,11
Chikkaballapura,12,12125,36,11857,154,0,113,1
Chikkamagaluru,19,13223,22,12898,187,0,138,0
Chitradurga,33,13604,17,13236,304,1,64,0
Dakshina Kannada,36,31959,42,30770,472,0,715,2
Davanagere,14,21622,27,21138,221,0,263,0
Dharwada,10,21401,9,20692,109,0,600,0
Gadag,4,10750,19,10565,44,0,141,0
Hassana,50,27071,44,26287,398,2,386,0
Haveri,9,10777,20,10301,287,0,189,0
Kalaburagi,8,20475,10,19902,254,0,319,0
Kodagu,9,5307,7,5159,80,0,68,0
Kolara,25,9166,24,8868,130,0,168,0
Koppala,8,13688,5,13347,63,0,278,0
Mandya,40,18604,55,18186,272,0,146,0
Mysuru,51,50731,75,49401,330,1,1000,0
Raichuru,17,13817,4,13441,220,0,156,0
Ramanagara,5,7240,6,7097,68,0,75,0
Shivamogga,12,21562,25,21011,203,0,348,0
Tumakuru,49,23353,110,22599,386,0,368,0
Udupi,14,22703,22,22312,204,0,187,0
Uttara Kannada,31,13801,38,13454,176,0,171,0
Vijayapura,12,13792,22,13472,119,0,201,0
Yadagiri,10,10388,11,10254,73,0,61,0
Others*,0,36,0,33,0,0,3,0
