District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,3,13625,10,13439,50,0,136,0
Ballari,21,38585,14,37775,220,0,590,0
Belagavi,26,26011,21,25457,212,0,342,0
Bengaluru Rural,17,18016,21,17542,326,0,148,0
Bengaluru Urban,689,380936,866,366445,10238,7,4252,1
Bidar,3,7164,2,6940,50,0,170,4
Chamarajanagara,14,6600,12,6382,91,0,116,11
Chikkaballapura,16,12627,25,12247,263,1,116,1
Chikkamagaluru,8,13545,10,13240,166,0,139,0
Chitradurga,27,14067,45,13719,280,0,68,0
Dakshina Kannada,40,32484,23,31393,355,1,734,2
Davanagere,16,21857,13,21451,142,0,264,0
Dharwada,13,21659,16,20959,94,0,606,0
Gadag,6,10849,14,10679,29,0,141,0
Hassana,24,27643,47,26952,302,0,389,0
Haveri,7,10916,4,10664,62,0,190,0
Kalaburagi,13,20789,27,20279,189,0,321,0
Kodagu,17,5575,18,5341,165,0,69,0
Kolara,29,9511,21,9212,125,0,174,0
Koppala,12,13798,3,13433,87,0,278,0
Mandya,31,19142,31,18767,228,0,147,0
Mysuru,54,51605,90,50286,313,0,1006,0
Raichuru,6,14072,16,13781,133,1,158,0
Ramanagara,10,7326,8,7204,46,0,76,0
Shivamogga,32,21818,10,21297,173,0,348,0
Tumakuru,57,24096,71,23275,446,0,375,0
Udupi,12,22941,11,22628,126,0,187,0
Uttara Kannada,14,14068,16,13761,133,0,174,0
Vijayapura,14,14001,7,13698,100,0,203,0
Yadagiri,5,10539,25,10417,61,0,61,0
Others*,0,36,0,33,0,0,3,0
