District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,4,13611,8,13416,59,0,136,0
Ballari,17,38530,20,37709,232,1,589,0
Belagavi,11,25955,35,25378,235,0,342,0
Bengaluru Rural,7,17954,24,17475,332,0,147,0
Bengaluru Urban,369,378898,1576,363807,10852,5,4238,1
Bidar,4,7140,5,6926,40,0,170,4
Chamarajanagara,7,6561,26,6337,97,0,116,11
Chikkaballapura,31,12541,39,12170,256,0,114,1
Chikkamagaluru,15,13511,14,13181,192,0,138,0
Chitradurga,5,13979,15,13625,287,0,67,0
Dakshina Kannada,22,32383,48,31313,335,0,733,2
Davanagere,18,21808,9,21414,130,0,264,0
Dharwada,14,21624,26,20920,98,0,606,0
Gadag,2,10828,6,10642,45,0,141,0
Hassana,29,27558,35,26826,344,1,388,0
Haveri,3,10895,19,10627,79,0,189,0
Kalaburagi,12,20726,16,20215,190,0,321,0
Kodagu,34,5505,8,5306,131,0,68,0
Kolara,25,9440,18,9143,123,0,174,0
Koppala,5,13758,2,13423,57,0,278,0
Mandya,21,19060,45,18683,230,0,147,0
Mysuru,56,51469,56,50085,378,2,1006,0
Raichuru,6,14040,11,13697,186,0,157,0
Ramanagara,2,7301,12,7180,45,0,76,0
Shivamogga,13,21762,14,21245,169,0,348,0
Tumakuru,36,23938,35,23117,447,0,374,0
Udupi,12,22907,13,22586,134,0,187,0
Uttara Kannada,18,14030,8,13701,156,1,173,0
Vijayapura,15,13964,19,13676,85,0,203,0
Yadagiri,17,10528,2,10346,121,0,61,0
Others*,0,36,0,33,0,0,3,0
