District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,1,13626,4,13443,47,0,136,0
Ballari,24,38609,18,37793,225,1,591,0
Belagavi,16,26027,14,25471,214,0,342,0
Bengaluru Rural,11,18027,20,17562,317,0,148,0
Bengaluru Urban,687,381623,443,366888,10478,4,4256,1
Bidar,8,7172,3,6943,55,0,170,4
Chamarajanagara,20,6620,17,6399,94,0,116,11
Chikkaballapura,25,12652,45,12292,243,0,116,1
Chikkamagaluru,14,13559,12,13252,168,0,139,0
Chitradurga,15,14082,18,13737,277,0,68,0
Dakshina Kannada,38,32522,26,31419,367,0,734,2
Davanagere,15,21872,5,21456,152,0,264,0
Dharwada,15,21674,10,20969,99,0,606,0
Gadag,2,10851,4,10683,27,0,141,0
Hassana,46,27689,31,26983,317,0,389,0
Haveri,8,10924,12,10676,58,0,190,0
Kalaburagi,26,20815,22,20301,193,0,321,0
Kodagu,9,5584,30,5371,143,1,70,0
Kolara,16,9527,23,9235,118,0,174,0
Koppala,5,13803,6,13439,85,1,279,0
Mandya,29,19171,37,18804,220,0,147,0
Mysuru,61,51666,39,50325,335,0,1006,0
Raichuru,10,14082,26,13807,117,0,158,0
Ramanagara,7,7333,7,7211,46,0,76,0
Shivamogga,16,21834,21,21318,168,0,348,0
Tumakuru,43,24139,82,23357,406,1,376,0
Udupi,5,22946,14,22642,117,0,187,0
Uttara Kannada,19,14087,20,13781,132,0,174,0
Vijayapura,25,14026,13,13711,112,0,203,0
Yadagiri,6,10545,17,10434,50,0,61,0
Others*,0,36,0,33,0,0,3,0
