District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,12,13550,7,13332,82,0,136,0
Ballari,23,38327,16,37555,188,1,584,0
Belagavi,45,25802,22,25173,288,0,341,0
Bengaluru Rural,23,17763,37,17264,353,0,146,0
Bengaluru Urban,709,373291,786,349929,19185,6,4176,1
Bidar,4,7104,4,6878,54,0,168,4
Chamarajanagara,13,6431,9,6206,98,0,116,11
Chikkaballapura,27,12203,24,11931,158,0,113,1
Chikkamagaluru,42,13334,68,13010,186,0,138,0
Chitradurga,8,13712,20,13378,268,1,66,0
Dakshina Kannada,37,32108,33,30930,458,1,718,2
Davanagere,9,21681,46,21242,176,0,263,0
Dharwada,25,21500,15,20743,154,0,603,0
Gadag,11,10785,11,10589,55,0,141,0
Hassana,36,27232,47,26467,378,0,387,0
Haveri,1,10796,14,10390,217,0,189,0
Kalaburagi,15,20561,20,20040,201,0,320,0
Kodagu,18,5357,2,5210,79,0,68,0
Kolara,22,9275,10,8960,143,1,172,0
Koppala,3,13702,7,13381,43,0,278,0
Mandya,24,18808,17,18303,358,1,147,0
Mysuru,55,50977,31,49621,355,0,1001,0
Raichuru,29,13912,22,13541,214,0,157,0
Ramanagara,6,7254,3,7130,49,0,75,0
Shivamogga,17,21642,9,21078,216,0,348,0
Tumakuru,44,23618,32,22756,492,0,370,0
Udupi,14,22772,27,22395,190,0,187,0
Uttara Kannada,30,13884,27,13547,165,1,172,0
Vijayapura,9,13847,26,13555,90,0,202,0
Yadagiri,14,10421,8,10294,66,0,61,0
Others*,0,36,0,33,0,0,3,0
