District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,8,13666,1,13508,22,0,136,0
Ballari,13,38848,17,38048,203,0,597,0
Belagavi,25,26236,28,25701,193,0,342,0
Bengaluru Rural,8,18236,22,17828,256,0,152,0
Bengaluru Urban,554,387832,765,375986,7534,5,4311,1
Bidar,7,7251,10,7037,39,0,171,4
Chamarajanagara,12,6770,23,6557,83,0,119,11
Chikkaballapura,31,12952,19,12613,222,0,116,1
Chikkamagaluru,8,13675,14,13422,114,0,139,0
Chitradurga,19,14250,14,14025,157,0,68,0
Dakshina Kannada,31,32849,39,31817,296,0,734,2
Davanagere,8,22011,7,21631,116,0,264,0
Dharwada,19,21859,8,21140,111,1,608,0
Gadag,1,10903,5,10735,27,0,141,0
Hassana,31,28000,32,27358,249,0,393,0
Haveri,6,10959,2,10749,20,0,190,0
Kalaburagi,17,21065,12,20545,197,0,323,0
Kodagu,18,5728,9,5564,93,0,71,0
Kolara,7,9700,9,9399,125,0,176,0
Koppala,2,13872,8,13531,62,0,279,0
Mandya,18,19418,13,19117,154,0,147,0
Mysuru,34,52346,75,50887,446,1,1013,0
Raichuru,3,14157,5,13935,64,0,158,0
Ramanagara,4,7376,2,7265,35,0,76,0
Shivamogga,20,22025,15,21483,194,0,348,0
Tumakuru,28,24507,23,23789,341,0,377,0
Udupi,11,23039,15,22789,62,0,188,0
Uttara Kannada,7,14219,12,13956,87,0,176,0
Vijayapura,19,14182,9,13894,84,0,204,0
Yadagiri,4,10577,4,10492,24,0,61,0
Others*,0,36,0,33,0,0,3,0
