District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,3,13538,23,13325,77,0,136,0
Ballari,13,38304,26,37539,182,0,583,0
Belagavi,17,25757,24,25151,265,0,341,0
Bengaluru Rural,19,17740,32,17227,367,0,146,0
Bengaluru Urban,620,372582,282,349143,19268,8,4170,1
Bidar,3,7100,5,6874,54,0,168,4
Chamarajanagara,24,6418,7,6197,94,0,116,11
Chikkaballapura,20,12176,15,11907,155,0,113,1
Chikkamagaluru,20,13292,3,12942,212,0,138,0
Chitradurga,14,13704,22,13358,281,0,65,0
Dakshina Kannada,42,32071,20,30897,455,0,717,2
Davanagere,12,21672,18,21196,213,0,263,0
Dharwada,32,21475,19,20728,144,1,603,0
Gadag,5,10774,8,10578,55,0,141,0
Hassana,49,27196,36,26420,389,0,387,0
Haveri,8,10795,36,10376,230,0,189,0
Kalaburagi,19,20546,42,20020,206,0,320,0
Kodagu,18,5339,9,5208,63,0,68,0
Kolara,25,9253,26,8950,132,1,171,0
Koppala,6,13699,4,13374,47,0,278,0
Mandya,53,18784,32,18286,352,0,146,0
Mysuru,74,50922,23,49590,331,0,1001,0
Raichuru,14,13883,32,13519,207,1,157,0
Ramanagara,4,7248,11,7127,46,0,75,0
Shivamogga,19,21625,21,21069,208,0,348,0
Tumakuru,73,23574,50,22724,480,2,370,0
Udupi,14,22758,17,22368,203,0,187,0
Uttara Kannada,13,13854,13,13520,163,0,171,0
Vijayapura,12,13838,11,13529,107,0,202,0
Yadagiri,2,10407,10,10286,60,0,61,0
Others*,0,36,0,33,0,0,3,0
