District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,34,13017,77,12601,285,0,131,0
Ballari,64,36926,168,34887,1511,3,528,0
Belagavi,50,24502,216,23608,565,1,329,0
Bengaluru Rural,93,15920,143,12246,3552,0,122,0
Bengaluru Urban,1874,329250,4446,278843,46628,24,3778,1
Bidar,13,6864,21,6629,68,0,163,4
Chamarajanagara,34,5843,25,5379,342,1,111,11
Chikkaballapura,73,10954,212,10155,691,0,107,1
Chikkamagaluru,57,12168,163,11430,602,0,136,0
Chitradurga,70,12065,97,11263,746,0,56,0
"DakshinaKannada",122,29815,260,26857,2288,1,668,2
Davanagere,36,20518,90,19475,789,0,254,0
Dharwada,45,20584,91,19166,861,3,557,0
Gadag,15,10423,33,10053,230,0,140,0
Hassana,114,24425,0,23801,257,0,367,0
Haveri,19,10125,59,9629,314,0,182,0
Kalaburagi,31,19549,62,18636,605,2,308,0
Kodagu,43,4763,16,4369,333,0,61,0
Kolara,16,8116,53,7362,603,1,151,0
Koppala,22,13279,65,12514,492,0,273,0
Mandya,123,16369,276,15082,1147,0,140,0
Mysuru,188,47032,288,44026,2055,2,951,0
Raichuru,22,13188,43,12668,372,1,148,0
Ramanagara,27,6726,42,6422,237,0,67,0
Shivamogga,103,20350,70,18914,1095,0,341,0
Tumakuru,92,20277,219,17880,2065,1,332,0
Udupi,86,21648,204,20505,963,1,180,0
Uttara Kannada,78,12635,170,11572,909,2,154,0
Vijayapura,128,12276,63,11627,457,1,192,0
Yadagiri,19,9995,68,9666,268,0,61,0
Others*,0,36,0,33,0,0,3,0
