District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,129,11617,79,10833,667,0,117,0
Ballari,226,34431,376,31433,2506,2,492,0
Belagavi,331,21875,469,19566,1993,0,316,0
Bengaluru Rural,155,12142,301,9901,2139,0,102,0
Bengaluru Urban,4623,281557,2656,211358,66854,24,3344,1
Bidar,19,6694,31,6162,366,0,162,4
Chamarajanagara,65,5055,22,4103,854,0,87,11
Chikkaballapura,55,8766,71,7414,1259,2,92,1
Chikkamagaluru,186,10588,185,8915,1542,3,131,0
Chitradurga,378,10085,318,7622,2420,2,43,0
Dakshina Kannada,265,26529,283,21744,4178,5,605,2
Davanagere,122,18454,438,16641,1566,0,247,0
Dharwada,188,18872,205,16299,2052,3,521,0
Gadag,60,9902,79,9245,520,0,137,0
Hassana,463,21421,420,16768,4319,2,334,0
Haveri,57,9452,125,8419,859,0,174,0
Kalaburagi,81,18511,806,16943,1273,1,295,0
Kodagu,40,3632,76,3000,583,0,49,0
Kolara,172,7161,98,5506,1538,7,117,0
Koppala,48,12432,49,11064,1113,2,255,0
Mandya,267,13609,192,11690,1799,1,120,0
Mysuru,541,42064,331,33629,7549,11,886,0
Raichuru,62,12559,136,11387,1030,0,142,0
Ramanagara,24,6195,52,5243,896,0,56,0
Shivamogga,130,18780,248,15862,2599,2,319,0
Tumakuru,285,16947,1072,14128,2529,3,290,0
Udupi,171,19395,135,17276,1953,1,166,0
Uttara Kannada,115,11116,597,9635,1350,2,131,0
Vijayapura,165,10934,140,9812,947,1,175,0
Yadagiri,100,9498,117,8423,1017,1,58,0
Others*,0,36,0,33,0,0,3,0
