District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,124,11488,145,10754,617,1,117,0
Ballari,225,34205,272,31057,2658,3,490,0
Belagavi,515,21544,86,19097,2131,1,316,0
Bengaluru Rural,224,11987,185,9600,2285,0,102,0
Bengaluru Urban,4563,276934,1726,208702,64911,30,3320,1
Bidar,23,6675,30,6131,378,1,162,4
Chamarajanagara,79,4990,106,4081,811,3,87,11
Chikkaballapura,122,8711,194,7343,1277,0,90,1
Chikkamagaluru,241,10402,102,8730,1544,0,128,0
Chitradurga,447,9707,84,7304,2362,3,41,0
Dakshina Kannada,316,26264,607,21461,4201,4,600,2
Davanagere,345,18332,620,16203,1882,0,247,0
Dharwada,141,18684,682,16094,2072,3,518,0
Gadag,32,9842,82,9166,539,1,137,0
Hassana,455,20958,424,16348,4278,6,332,0
Haveri,51,9395,118,8294,927,4,174,0
Kalaburagi,104,18430,81,16137,1999,4,294,0
Kodagu,216,3592,110,2924,619,2,49,0
Kolara,174,6989,135,5408,1471,3,110,0
Koppala,84,12384,85,11015,1116,7,253,0
Mandya,248,13342,277,11498,1725,1,119,0
Mysuru,465,41523,569,33298,7350,13,875,0
Raichuru,93,12497,130,11251,1104,1,142,0
Ramanagara,68,6171,52,5191,924,0,56,0
Shivamogga,259,18650,282,15614,2719,2,317,0
Tumakuru,374,16662,405,13056,3319,4,287,0
Udupi,237,19224,224,17141,1918,1,165,0
Uttara Kannada,89,11001,234,9038,1834,2,129,0
Vijayapura,130,10769,236,9672,923,1,174,0
Yadagiri,73,9398,54,8306,1035,1,57,0
Others*,0,36,0,33,0,0,3,0
