District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,159,10985,148,9925,950,0,110,0
Ballari,170,33004,233,29676,2850,5,478,0
Belagavi,142,20236,247,17909,2025,2,302,0
Bengaluru Rural,141,10752,197,8706,1949,0,97,0
Bengaluru Urban,2189,252229,2972,195015,54112,34,3101,1
Bidar,23,6526,34,5893,471,0,158,4
Chamarajanagara,66,4588,28,3192,1303,2,82,11
Chikkaballapura,92,8068,20,5895,2086,0,86,1
Chikkamagaluru,108,9584,99,7583,1876,1,125,0
Chitradurga,276,8078,1,6522,1518,0,38,0
Dakshina Kannada,245,24557,261,18404,5577,6,574,2
Davanagere,178,16879,108,15147,1489,0,243,0
Dharwada,79,17992,128,14962,2524,1,506,0
Gadag,51,9535,73,8774,627,2,134,0
Hassana,537,18867,245,14506,4044,4,317,0
Haveri,73,9023,150,7382,1475,0,166,0
Kalaburagi,127,17771,191,15233,2255,1,283,0
Kodagu,47,3065,104,2469,551,1,45,0
Kolara,147,6265,102,4954,1221,0,90,0
Koppala,36,11915,82,10228,1443,2,244,0
Mandya,227,12234,327,10213,1907,2,114,0
Mysuru,910,38238,427,29208,8212,8,818,0
Raichuru,121,11984,142,10363,1483,1,138,0
Ramanagara,89,5699,152,4809,840,2,50,0
Shivamogga,160,17574,152,14501,2764,2,309,0
Tumakuru,294,14688,209,11607,2817,4,264,0
Udupi,118,18138,23,15744,2237,3,157,0
Uttara Kannada,64,9891,40,7069,2707,0,115,0
Vijayapura,136,10284,79,9021,1094,1,169,0
Yadagiri,46,9027,90,7903,1070,0,54,0
Others*,0,36,0,33,0,0,3,0
