District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,152,12385,143,11391,869,1,125,0
Ballari,189,35531,399,32954,2070,2,507,0
Belagavi,298,23864,305,21633,1905,2,326,0
Bengaluru Rural,220,13826,95,11101,2614,2,111,0
Bengaluru Urban,3371,304005,4251,235734,64770,14,3500,1
Bidar,10,6788,22,6404,217,0,163,4
Chamarajanagara,49,5479,85,4631,739,2,98,11
Chikkaballapura,124,9791,177,8498,1190,1,102,1
Chikkamagaluru,129,11400,178,10190,1076,0,134,0
Chitradurga,80,11033,49,9514,1470,0,49,0
"DakshinaKannada",172,28131,212,24016,3485,4,628,2
Davanagere,41,19180,195,17694,1235,1,251,0
Dharwada,99,19655,161,17803,1315,3,537,0
Gadag,49,10169,63,9629,400,1,140,0
Hassana,220,23019,481,19404,3261,3,354,0
Haveri,61,9741,41,8976,588,2,177,0
Kalaburagi,40,18939,62,17551,1090,0,298,0
Kodagu,77,4348,67,3570,721,2,57,0
Kolara,78,7642,78,6299,1210,5,133,0
Koppala,65,12788,147,11877,647,0,264,0
Mandya,192,14828,240,12861,1834,3,133,0
Mysuru,501,44638,365,36470,7246,10,922,0
Raichuru,54,12833,131,12068,620,1,145,0
Ramanagara,25,6528,107,6005,461,1,62,0
Shivamogga,129,19533,183,17378,1825,1,330,0
Tumakuru,281,18649,117,15009,3327,4,313,0
Udupi,210,20679,169,18578,1928,1,173,0
Uttara Kannada,123,11865,116,10470,1247,4,148,0
Vijayapura,69,11542,177,10697,661,1,184,0
Yadagiri,76,9729,77,9043,626,0,60,0
Others*,0,36,0,33,0,0,3,0
