District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,161,11778,69,10902,757,2,119,0
Ballari,142,34573,179,31612,2467,2,494,0
Belagavi,444,22319,238,19804,2197,2,318,0
Bengaluru Rural,113,12255,299,10200,1953,0,102,0
Bengaluru Urban,3498,285055,5764,217122,64570,18,3362,1
Bidar,18,6712,60,6222,324,0,162,4
Chamarajanagara,70,5125,213,4316,710,1,88,11
Chikkaballapura,128,8894,248,7662,1137,2,94,1
Chikkamagaluru,162,10750,289,9204,1413,2,133,0
Chitradurga,210,10295,634,8256,1994,2,45,0
"DakshinaKannada",303,26832,194,21938,4283,4,609,2
Davanagere,114,18568,228,16869,1450,2,249,0
Dharwada,109,18981,293,16592,1865,3,524,0
Gadag,26,9928,71,9316,474,1,138,0
Hassana,278,21699,295,17063,4299,3,337,0
Haveri,50,9502,105,8524,804,0,174,0
Kalaburagi,127,18638,52,16995,1348,0,295,0
Kodagu,65,3697,63,3063,585,0,49,0
Kolara,59,7220,171,5677,1424,2,119,0
Koppala,77,12509,273,11337,913,4,259,0
Mandya,124,13733,184,11874,1737,2,122,0
Mysuru,309,42373,728,34357,7123,7,893,0
Raichuru,43,12602,99,11486,974,0,142,0
Ramanagara,53,6248,211,5454,736,2,58,0
Shivamogga,66,18846,262,16124,2401,2,321,0
Tumakuru,264,17211,165,14293,2627,1,291,0
Udupi,317,19712,276,17552,1993,1,167,0
Uttara Kannada,151,11267,162,9797,1336,3,134,0
Vijayapura,91,11025,89,9901,948,1,176,0
Yadagiri,34,9532,116,8539,934,1,59,0
Others*,0,36,0,33,0,0,3,0
