District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,41,12932,112,12452,349,0,131,0
Ballari,132,36815,175,34551,1741,2,523,0
Belagavi,46,24428,51,23229,871,0,328,0
Bengaluru Rural,234,15740,161,11961,3657,0,122,0
Bengaluru Urban,2468,325773,6759,270366,51672,20,3734,1
Bidar,7,6848,10,6595,86,0,163,4
Chamarajanagara,22,5783,30,5341,321,0,110,11
Chikkaballapura,50,10825,223,9782,935,0,107,1
Chikkamagaluru,36,12068,86,11189,743,0,136,0
Chitradurga,99,11909,111,11110,743,0,56,0
"DakshinaKannada",139,29540,211,26335,2540,3,663,2
Davanagere,72,20358,120,19304,801,0,253,0
Dharwada,65,20495,63,18936,1008,0,551,0
Gadag,22,10404,35,9979,285,0,140,0
Hassana,103,24213,415,22277,1570,0,366,0
Haveri,9,10067,95,9527,358,0,182,0
Kalaburagi,62,19481,65,18540,635,0,306,0
Kodagu,35,4681,73,4271,350,0,60,0
Kolara,49,8025,52,7250,626,2,149,0
Koppala,52,13235,43,12406,556,1,273,0
Mandya,86,16190,99,14517,1534,1,139,0
Mysuru,140,46705,366,43328,2430,2,947,0
Raichuru,30,13129,61,12591,391,0,147,0
Ramanagara,23,6689,28,6360,263,0,66,0
Shivamogga,32,20244,173,18745,1159,0,340,0
Tumakuru,141,20128,155,17378,2420,1,330,0
Udupi,117,21518,175,20102,1238,0,178,0
Uttara Kannada,46,12506,51,11315,1040,0,151,0
Vijayapura,49,12085,98,11505,389,0,191,0
Yadagiri,32,9967,10,9568,339,0,60,0
Others*,0,36,0,33,0,0,3,0
