District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,19,13062,49,12696,235,0,131,0
Ballari,74,37069,175,35248,1290,0,531,0
Belagavi,42,24585,43,23711,543,1,331,0
Bengaluru Rural,81,16062,195,12538,3397,3,127,0
Bengaluru Urban,2175,333037,4378,287678,41538,19,3820,1
Bidar,14,6886,11,6652,67,0,163,4
Chamarajanagara,37,5908,80,5562,223,0,112,11
Chikkaballapura,42,11065,243,10526,429,0,109,1
Chikkamagaluru,38,12262,66,11621,505,0,136,0
Chitradurga,41,12176,100,11438,679,3,59,0
"DakshinaKannada",96,30010,424,27442,1893,2,673,2
Davanagere,94,20672,57,19622,794,1,256,0
Dharwada,76,20674,163,19433,679,3,562,0
Gadag,12,10457,41,10117,200,0,140,0
Hassana,114,24666,101,23009,1287,3,370,0
Haveri,54,10196,50,9736,277,1,183,0
Kalaburagi,35,19613,61,18775,526,1,312,0
Kodagu,13,4791,52,4476,252,0,63,0
Kolara,28,8218,92,7560,505,0,153,0
Koppala,25,13315,51,12666,376,0,273,0
Mandya,115,16563,256,15427,996,0,140,0
Mysuru,204,47405,375,44550,1900,2,955,0
Raichuru,20,13239,41,12764,326,0,149,0
Ramanagara,48,6791,42,6479,242,1,70,0
Shivamogga,127,20544,37,19143,1058,1,343,0
Tumakuru,136,20542,223,18368,1839,2,335,0
Udupi,66,21779,111,20741,856,1,182,0
Uttara Kannada,99,12765,52,11757,853,0,155,0
Vijayapura,71,12384,52,11718,472,1,194,0
Yadagiri,29,10037,40,9733,243,0,61,0
Others*,0,36,0,33,0,0,3,0
