District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,68,10641,71,9425,1107,2,109,0
Ballari,262,32277,57,28968,2843,2,466,0
Belagavi,40,19612,204,17270,2045,7,297,0
Bengaluru Rural,298,10054,171,8059,1899,0,96,0
Bengaluru Urban,4259,241775,2298,187361,51389,47,3024,1
Bidar,43,6424,34,5743,521,2,156,4
Chamarajanagara,40,4202,12,3142,971,0,78,11
Chikkaballapura,91,7614,25,5797,1730,0,86,1
Chikkamagaluru,123,9074,91,7149,1802,1,123,0
Chitradurga,169,7604,74,6028,1538,0,38,0
Dakshina Kannada,322,23761,277,17365,5837,12,557,2
Davanagere,225,16466,1111,14564,1660,1,242,0
Dharwada,98,17725,70,14557,2669,6,499,0
Gadag,80,9342,59,8556,655,0,131,0
Hassana,315,17563,211,13559,3700,6,304,0
Haveri,61,8767,214,6825,1779,2,163,0
Kalaburagi,98,17416,482,14663,2475,1,278,0
Kodagu,30,2833,100,2285,508,0,40,0
Kolara,29,5933,60,4730,1113,0,90,0
Koppala,89,11696,110,9846,1615,3,235,0
Mandya,257,11568,281,9507,1953,2,108,0
Mysuru,158,34777,213,27606,6391,18,780,0
Raichuru,193,11540,110,9851,1553,0,136,0
Ramanagara,150,5370,15,4528,794,0,48,0
Shivamogga,307,16798,168,13179,3319,3,300,0
Tumakuru,405,13847,383,10088,3508,8,251,0
Udupi,212,17631,68,15365,2115,1,151,0
Uttara Kannada,80,9651,18,6955,2585,0,111,0
Vijayapura,146,9899,61,8768,965,1,166,0
Yadagiri,145,8734,46,7734,947,0,53,0
Others*,0,36,0,33,0,0,3,0
