District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,88,11866,92,10994,752,1,120,0
Ballari,38,34611,248,31860,2254,3,497,0
Belagavi,358,22677,262,20066,2292,1,319,0
Bengaluru Rural,208,12463,241,10441,1915,5,107,0
Bengaluru Urban,3776,288831,4529,221651,63789,28,3390,1
Bidar,23,6735,82,6304,265,0,162,4
Chamarajanagara,61,5186,84,4400,685,2,90,11
Chikkaballapura,136,9030,133,7795,1140,0,94,1
Chikkamagaluru,231,10981,197,9401,1447,0,133,0
Chitradurga,242,10537,448,8704,1788,0,45,0
"DakshinaKannada",314,27146,486,22424,4108,3,612,2
Davanagere,106,18674,121,16990,1435,0,249,0
Dharwada,154,19135,136,16728,1881,2,526,0
Gadag,66,9994,73,9389,467,0,138,0
Hassana,238,21937,575,17638,3952,10,347,0
Haveri,39,9541,163,8687,679,1,175,0
Kalaburagi,114,18752,61,17056,1400,1,296,0
Kodagu,151,3848,45,3108,688,3,52,0
Kolara,101,7321,108,5785,1414,3,122,0
Koppala,37,12546,157,11494,790,3,262,0
Mandya,215,13948,119,11993,1831,2,124,0
Mysuru,416,42789,693,35050,6843,3,896,0
Raichuru,36,12638,141,11627,869,0,142,0
Ramanagara,59,6307,135,5589,657,3,61,0
Shivamogga,170,19016,300,16424,2269,2,323,0
Tumakuru,391,17602,106,14399,2905,7,298,0
Udupi,168,19880,186,17738,1974,1,168,0
Uttara Kannada,115,11382,226,10023,1224,1,135,0
Vijayapura,87,11112,132,10033,902,1,177,0
Yadagiri,53,9585,142,8681,844,1,60,0
Others*,0,36,0,33,0,0,3,0
