District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,94,12617,65,11535,955,1,127,0
Ballari,186,35888,281,33442,1934,3,512,0
Belagavi,79,24014,182,22271,1417,0,326,0
Bengaluru Rural,173,14287,103,11264,2907,5,116,0
Bengaluru Urban,2481,310021,2363,241942,64536,17,3542,1
Bidar,6,6801,50,6478,156,0,163,4
Chamarajanagara,54,5593,64,4738,740,5,104,11
Chikkaballapura,193,10070,165,8899,1066,2,104,1
Chikkamagaluru,69,11588,119,10448,1006,0,134,0
Chitradurga,106,11365,401,10095,1219,0,51,0
"DakshinaKannada",107,28421,398,24685,3097,6,637,2
Davanagere,104,19368,185,18088,1029,0,251,0
Dharwada,84,19874,222,18160,1173,2,541,0
Gadag,19,10241,42,9720,381,0,140,0
Hassana,105,23381,507,20340,2685,0,356,0
Haveri,69,9834,119,9127,528,1,179,0
Kalaburagi,75,19081,202,17921,859,2,301,0
Kodagu,32,4452,80,3697,696,2,59,0
Kolara,41,7754,134,6537,1080,2,137,0
Koppala,106,12929,78,12043,620,1,266,0
Mandya,130,15266,244,13339,1791,2,136,0
Mysuru,151,45193,496,37319,6947,4,927,0
Raichuru,38,12915,71,12233,537,0,145,0
Ramanagara,11,6571,44,6096,412,1,63,0
Shivamogga,64,19700,200,17789,1577,2,334,0
Tumakuru,253,19001,658,15792,2892,3,317,0
Udupi,101,20909,163,18895,1839,2,175,0
Uttara Kannada,28,11985,58,10643,1192,0,150,0
Vijayapura,44,11681,172,10997,498,1,186,0
Yadagiri,15,9768,139,9263,445,0,60,0
Others*,0,36,0,33,0,0,3,0
