District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,27,12644,37,11572,944,1,128,0
Ballari,188,36076,164,33606,1957,1,513,0
Belagavi,89,24103,170,22441,1336,0,326,0
Bengaluru Rural,319,14606,187,11451,3037,2,118,0
Bengaluru Urban,2821,312842,2798,244740,64523,36,3578,1
Bidar,10,6811,44,6522,122,0,163,4
Chamarajanagara,32,5625,128,4866,641,3,107,11
Chikkaballapura,166,10236,103,9002,1129,0,104,1
Chikkamagaluru,104,11692,142,10590,968,0,134,0
Chitradurga,109,11474,248,10343,1080,0,51,0
"DakshinaKannada",146,28567,299,24984,2940,4,641,2
Davanagere,206,19574,181,18269,1054,0,251,0
Dharwada,104,19978,194,18354,1082,1,542,0
Gadag,38,10279,45,9765,374,0,140,0
Hassana,249,23630,361,20701,2571,2,358,0
Haveri,42,9876,108,9235,460,2,181,0
Kalaburagi,67,19148,216,18137,710,0,301,0
Kodagu,24,4476,121,3818,599,0,59,0
Kolara,29,7783,139,6676,966,4,141,0
Koppala,77,13006,61,12104,636,0,266,0
Mandya,108,15374,211,13550,1688,0,136,0
Mysuru,451,45644,1420,38739,5976,2,929,0
Raichuru,25,12940,90,12323,471,1,146,0
Ramanagara,23,6594,49,6145,385,1,64,0
Shivamogga,116,19816,295,18084,1396,2,336,0
Tumakuru,327,19328,209,16001,3009,1,318,0
Udupi,103,21012,219,19114,1722,1,176,0
Uttara Kannada,180,12165,125,10768,1246,1,151,0
Vijayapura,80,11761,89,11086,488,1,187,0
Yadagiri,37,9805,47,9310,435,0,60,0
Others*,0,36,0,33,0,0,3,0
