District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,76,12233,111,11248,861,1,124,0
Ballari,174,35342,283,32555,2282,2,505,0
Belagavi,289,23566,401,21328,1914,1,324,0
Bengaluru Rural,345,13606,178,11006,2491,0,109,0
Bengaluru Urban,3441,300634,3021,231483,65664,24,3486,1
Bidar,14,6778,48,6382,229,0,163,4
Chamarajanagara,62,5430,55,4546,777,3,96,11
Chikkaballapura,270,9667,269,8321,1244,2,101,1
Chikkamagaluru,101,11271,142,10012,1125,0,134,0
Chitradurga,95,10953,253,9465,1439,3,49,0
"DakshinaKannada",220,27959,391,23804,3529,5,624,2
Davanagere,280,19139,150,17499,1390,0,250,0
Dharwada,121,19556,393,17642,1380,3,534,0
Gadag,45,10120,52,9566,415,0,139,0
Hassana,195,22799,297,18923,3525,3,351,0
Haveri,32,9680,41,8935,570,0,175,0
Kalaburagi,66,18899,231,17489,1112,1,298,0
Kodagu,105,4271,173,3503,713,3,55,0
Kolara,69,7564,171,6221,1215,2,128,0
Koppala,41,12723,134,11730,729,0,264,0
Mandya,246,14636,241,12621,1885,2,130,0
Mysuru,404,44137,261,36105,7120,3,912,0
Raichuru,38,12779,97,11937,698,0,144,0
Ramanagara,75,6503,100,5898,544,0,61,0
Shivamogga,136,19404,312,17195,1880,3,329,0
Tumakuru,173,18368,143,14892,3167,4,309,0
Udupi,211,20469,255,18409,1888,2,172,0
Uttara Kannada,111,11742,131,10354,1244,4,144,0
Vijayapura,73,11473,136,10520,770,2,183,0
Yadagiri,34,9653,110,8966,627,0,60,0
Others*,0,36,0,33,0,0,3,0
