District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,24,13106,54,12800,175,0,131,0
Ballari,70,37221,166,35610,1074,2,537,0
Belagavi,35,24677,24,23820,524,0,333,0
Bengaluru Rural,44,16178,47,12772,3279,0,127,0
Bengaluru Urban,1621,336469,4679,298145,34459,17,3864,1
Bidar,3,6895,5,6667,61,0,163,4
Chamarajanagara,28,5967,39,5612,232,0,112,11
Chikkaballapura,33,11241,200,10794,336,0,110,1
Chikkamagaluru,35,12365,32,11730,499,0,136,0
Chitradurga,59,12357,180,11689,609,0,59,0
"DakshinaKannada",95,30242,171,27811,1752,1,677,2
Davanagere,47,20775,157,19849,669,0,257,0
Dharwada,27,20744,101,19636,543,1,565,0
Gadag,23,10497,18,10146,210,0,141,0
Hassana,173,24955,137,23390,1195,0,370,0
Haveri,29,10232,25,9794,253,0,185,0
Kalaburagi,32,19695,35,18887,496,0,312,0
Kodagu,17,4856,70,4586,207,0,63,0
Kolara,47,8327,50,7684,489,1,154,0
Koppala,8,13350,59,12770,307,0,273,0
Mandya,89,16777,165,15735,901,0,141,0
Mysuru,161,47684,307,45093,1633,2,958,0
Raichuru,16,13264,28,12820,295,0,149,0
Ramanagara,12,6812,10,6509,232,1,71,0
Shivamogga,18,20596,261,19579,672,1,345,0
Tumakuru,53,20727,209,18780,1608,1,339,0
Udupi,49,21872,114,20952,738,0,182,0
Uttara Kannada,24,12840,25,11874,811,0,155,0
Vijayapura,122,12581,69,11859,527,1,195,0
Yadagiri,20,10074,31,9782,231,0,61,0
Others*,0,36,0,33,0,0,3,0
