District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,97,10826,145,9777,939,1,110,0
Ballari,304,32834,235,29443,2918,3,473,0
Belagavi,224,20094,195,17662,2132,0,300,0
Bengaluru Rural,274,10611,259,8509,2005,0,97,0
Bengaluru Urban,4340,250040,2681,192043,54929,22,3067,1
Bidar,65,6503,21,5859,482,0,158,4
Chamarajanagara,141,4522,7,3164,1267,1,80,11
Chikkaballapura,128,7976,63,5875,2014,0,86,1
Chikkamagaluru,227,9476,146,7484,1868,0,124,0
Chitradurga,122,7802,293,6521,1243,0,38,0
Dakshina Kannada,293,24312,434,18143,5599,2,568,2
Davanagere,106,16701,181,15039,1419,0,243,0
Dharwada,90,17913,135,14834,2574,1,505,0
Gadag,110,9484,75,8701,651,0,132,0
Hassana,307,18330,411,14261,3756,3,313,0
Haveri,112,8950,101,7232,1552,1,166,0
Kalaburagi,121,17644,57,15042,2320,2,282,0
Kodagu,148,3018,38,2365,609,4,44,0
Kolara,165,6118,97,4852,1176,0,90,0
Koppala,85,11879,188,10146,1491,5,242,0
Mandya,233,12007,142,9886,2009,2,112,0
Mysuru,1037,37328,316,28781,7737,12,810,0
Raichuru,124,11863,194,10221,1505,0,137,0
Ramanagara,182,5610,37,4657,905,0,48,0
Shivamogga,279,17414,304,14349,2758,4,307,0
Tumakuru,245,14394,347,11398,2736,3,260,0
Udupi,231,18020,59,15721,2145,0,154,0
Uttara Kannada,84,9827,42,7029,2683,0,115,0
Vijayapura,152,10148,43,8942,1038,1,168,0
Yadagiri,119,8981,41,7813,1114,0,54,0
Others*,0,36,0,33,0,0,3,0
