District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,138,12523,79,11470,927,1,126,0
Ballari,171,35702,207,33161,2032,2,509,0
Belagavi,71,23935,456,22089,1520,0,326,0
Bengaluru Rural,288,14114,60,11161,2842,0,111,0
Bengaluru Urban,3535,307540,3845,239579,64435,25,3525,1
Bidar,7,6795,24,6428,200,0,163,4
Chamarajanagara,60,5539,43,4674,755,1,99,11
Chikkaballapura,86,9877,236,8734,1040,0,102,1
Chikkamagaluru,119,11519,139,10329,1056,0,134,0
Chitradurga,226,11259,180,9694,1514,2,51,0
"DakshinaKannada",183,28314,272,24288,3393,3,631,2
Davanagere,84,19264,209,17903,1110,0,251,0
Dharwada,135,19790,135,17938,1313,2,539,0
Gadag,53,10222,49,9678,404,0,140,0
Hassana,257,23276,429,19833,3087,2,356,0
Haveri,24,9765,32,9008,579,1,178,0
Kalaburagi,67,19006,168,17719,988,1,299,0
Kodagu,72,4420,47,3617,746,0,57,0
Kolara,71,7713,104,6403,1175,2,135,0
Koppala,35,12823,88,11965,593,1,265,0
Mandya,308,15136,234,13095,1907,1,134,0
Mysuru,404,45042,353,36823,7296,1,923,0
Raichuru,44,12877,94,12162,570,0,145,0
Ramanagara,32,6560,47,6052,446,0,62,0
Shivamogga,103,19636,211,17589,1715,2,332,0
Tumakuru,99,18748,125,15134,3300,1,314,0
Udupi,129,20808,154,18732,1903,0,173,0
Uttara Kannada,92,11957,115,10585,1222,2,150,0
Vijayapura,95,11637,128,10825,627,1,185,0
Yadagiri,24,9753,81,9124,569,0,60,0
Others*,0,36,0,33,0,0,3,0
