District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,26,13043,46,12647,265,0,131,0
Ballari,69,36995,186,35073,1391,3,531,0
Belagavi,41,24543,60,23668,545,1,330,0
Bengaluru Rural,61,15981,97,12343,3514,2,124,0
Bengaluru Urban,1612,330862,4457,283300,43760,23,3801,1
Bidar,8,6872,12,6641,64,0,163,4
Chamarajanagara,28,5871,103,5482,266,1,112,11
Chikkaballapura,69,11023,128,10283,630,2,109,1
Chikkamagaluru,56,12224,125,11555,533,0,136,0
Chitradurga,70,12135,75,11338,741,0,56,0
"DakshinaKannada",99,29914,161,27018,2223,3,671,2
Davanagere,60,20578,90,19565,758,1,255,0
Dharwada,14,20598,104,19270,769,2,559,0
Gadag,22,10445,23,10076,229,0,140,0
Hassana ***,127,24552,231,22908,1277,0,367,0
Haveri,17,10142,57,9686,274,0,182,0
Kalaburagi,29,19578,78,18714,553,3,311,0
Kodagu,15,4778,55,4424,291,2,63,0
Kolara,74,8190,106,7468,569,2,153,0
Koppala,11,13290,101,12615,402,0,273,0
Mandya,79,16448,89,15171,1137,0,140,0
Mysuru,169,47201,149,44175,2073,2,953,0
Raichuru,31,13219,55,12723,347,1,149,0
Ramanagara,17,6743,15,6437,237,2,69,0
Shivamogga,67,20417,192,19106,969,1,342,0
Tumakuru,129,20406,265,18145,1928,1,333,0
Udupi,65,21713,125,20630,902,1,181,0
Uttara Kannada,31,12666,133,11705,806,1,155,0
Vijayapura,37,12313,39,11666,454,1,193,0
Yadagiri,13,10008,27,9693,254,0,61,0
Others*,0,36,0,33,0,0,3,0
