District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,158,12024,95,11089,813,2,122,0
Ballari,275,34886,181,32041,2345,3,500,0
Belagavi,297,22974,299,20365,2289,1,320,0
Bengaluru Rural,344,12807,137,10578,2120,2,109,0
Bengaluru Urban,4574,293405,3291,224942,65045,27,3417,1
Bidar,19,6754,7,6311,277,0,162,4
Chamarajanagara,97,5283,45,4445,736,1,91,11
Chikkaballapura,137,9167,128,7923,1148,1,95,1
Chikkamagaluru,97,11078,121,9522,1422,1,134,0
Chitradurga,162,10699,380,9084,1569,1,46,0
"DakshinaKannada",292,27438,499,22923,3896,5,617,2
Davanagere,82,18756,194,17184,1323,0,249,0
Dharwada,136,19271,267,16995,1747,3,529,0
Gadag,41,10035,69,9458,438,1,139,0
Hassana,227,22164,361,17999,3817,1,348,0
Haveri,66,9607,133,8820,612,0,175,0
Kalaburagi,39,18791,117,17173,1322,0,296,0
Kodagu,160,4008,92,3200,756,0,52,0
Kolara,93,7414,131,5916,1374,2,124,0
Koppala,60,12606,60,11554,789,1,263,0
Mandya,212,14160,172,12165,1869,2,126,0
Mysuru,641,43430,678,35728,6795,11,907,0
Raichuru,44,12682,145,11772,767,1,143,0
Ramanagara,42,6349,101,5690,598,0,61,0
Shivamogga,83,19099,297,16721,2055,0,323,0
Tumakuru,341,17943,168,14567,3074,4,302,0
Udupi,199,20079,163,17901,2010,0,168,0
Uttara Kannada,192,11574,99,10122,1314,3,138,0
Vijayapura,128,11240,135,10168,893,2,179,0
Yadagiri,27,9612,97,8778,774,0,60,0
Others*,0,36,0,33,0,0,3,0
