District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,84,11069,92,10017,942,0,110,0
Ballari,253,33257,354,30030,2745,4,482,0
Belagavi,153,20389,312,18221,1859,7,309,0
Bengaluru Rural,212,10964,183,8889,1978,0,97,0
Bengaluru Urban,5012,257241,3354,198369,55736,34,3135,1
Bidar,30,6556,112,6005,389,0,158,4
Chamarajanagara,79,4667,145,3337,1237,0,82,11
Chikkaballapura,152,8220,510,6405,1728,0,86,1
Chikkamagaluru,120,9704,129,7712,1867,0,125,0
Chitradurga,332,8410,308,6830,1542,0,38,0
Dakshina Kannada,272,24829,382,18786,5460,7,581,2
Davanagere,279,17158,127,15274,1641,0,243,0
Dharwada,126,18118,101,15063,2547,2,508,0
Gadag,93,9628,52,8826,667,1,135,0
Hassana,235,19102,217,14723,4060,2,319,0
Haveri,81,9104,85,7467,1469,2,168,0
Kalaburagi,103,17874,198,15431,2159,1,284,0
Kodagu,83,3148,4,2473,630,0,45,0
Kolara,161,6426,91,5045,1287,4,94,0
Koppala,125,12040,424,10652,1142,2,246,0
Mandya,197,12431,318,10531,1785,1,115,0
Mysuru,373,38611,1169,30377,7403,13,831,0
Raichuru,107,12091,151,10514,1438,1,139,0
Ramanagara,111,5810,56,4865,893,2,52,0
Shivamogga,224,17798,209,14710,2778,1,310,0
Tumakuru,475,15163,306,11913,2983,3,267,0
Udupi,224,18362,384,16128,2074,3,160,0
Uttara Kannada,150,10041,286,7355,2571,0,115,0
Vijayapura,80,10364,57,9078,1116,1,170,0
Yadagiri,67,9094,112,8015,1025,0,54,0
Others*,0,36,0,33,0,0,3,0
