District Name,Today’s Positives,Total Positives,Today’s Discharges,Total Discharges,Total Active Cases,Today’s Reported Covid Deaths,Total Covid Deaths,Death due to Non- Covid reasons
Bagalakote,418,16133,89,14623,1368,1,142,0
Ballari,786,47421,332,40775,5972,18,674,0
Belagavi,312,30857,182,28299,2199,0,359,0
Bengaluru Rural,505,26225,113,20942,5071,3,212,0
Bengaluru Urban,16545,670201,4313,471626,192669,105,5905,1
Bidar,452,16357,312,12634,3489,4,230,4
Chamarajanagara,267,9640,119,7822,1673,3,134,11
Chikkaballapura,444,18179,166,15088,2959,0,131,1
Chikkamagaluru,403,16714,186,14846,1721,2,147,0
Chitradurga,104,16735,84,15783,881,0,71,0
"DakshinaKannada",295,41579,238,36799,4032,0,746,2
Davanagere,105,24960,181,23227,1466,0,267,0
Dharwada,433,28232,297,24608,2942,5,682,0
Gadag,97,12200,61,11525,534,0,141,0
Hassana,747,36455,237,30955,5037,10,463,0
Haveri,78,11901,35,11225,469,4,207,0
Kalaburagi,872,35326,799,27734,7153,7,439,0
Kodagu,311,9152,74,6746,2326,0,80,0
Kolara,421,15428,269,12324,2899,5,205,0
Koppala,282,16121,146,14475,1364,0,282,0
Mandya,929,26696,355,22357,4146,9,193,0
Mysuru,1563,68255,702,61201,5894,7,1160,0
Raichuru,609,18742,104,15003,3575,1,164,0
Ramanagara,168,9818,137,8238,1490,5,90,0
Shivamogga,250,25879,68,23193,2322,1,364,0
Tumakuru,1197,40363,191,29928,9990,4,445,0
Udupi,412,29173,290,27291,1688,0,194,0
Uttara Kannada,190,17528,119,16057,1273,3,198,0
Vijayapura,385,19742,319,16525,2992,0,225,0
Yadagiri,164,12897,145,11375,1448,4,74,0
Others*,0,36,0,33,0,0,3,0
