District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,180.0,7061,143.0,5937.0,1044,0.0,80.0,0
Ballari,396.0,23800,643.0,18860.0,4646,8.0,294.0,0
Belagavi,427.0,14648,233.0,10237.0,4200,8.0,211.0,0
Bengaluru Rural,93.0,5665,59.0,4617.0,1002,0.0,46.0,0
Bengaluru Urban,2824.0,147581,4540.0,105692.0,39725,38.0,2163.0,1
Bidar,83.0,4959,19.0,4228.0,587,1.0,140.0,4
Chamarajanagara,41.0,2653,27.0,2184.0,416,0.0,42.0,11
Chikkaballapura,81.0,4897,112.0,3815.0,1013,1.0,68.0,1
Chikkamagaluru,239.0,5205,209.0,3510.0,1608,2.0,87.0,0
Chitradurga,261.0,3919,49.0,2160.0,1734,0.0,25.0,0
Dakshina Kannada,326.0,14926,202.0,11441.0,3084,1.0,399.0,2
Davanagere,221.0,11198,207.0,8193.0,2792,0.0,213.0,0
Dharwada,311.0,13030,252.0,9927.0,2733,6.0,370.0,0
Gadag,194.0,6497,181.0,4704.0,1699,2.0,94.0,0
Hassana,324.0,10066,316.0,6558.0,3301,2.0,207.0,0
Haveri,295.0,5372,209.0,3654.0,1602,0.0,116.0,0
Kalaburagi,165.0,12910,215.0,10522.0,2163,2.0,225.0,0
Kodagu,38.0,1702,71.0,1357.0,323,1.0,22.0,0
Kolara,119.0,4029,45.0,3174.0,789,0.0,66.0,0
Koppala,198.0,7751,176.0,5702.0,1898,4.0,151.0,0
Mandya,230.0,6776,49.0,4482.0,2223,1.0,71.0,0
Mysuru,686.0,22080,435.0,14499.0,7078,5.0,503.0,0
Raichuru,187.0,8344,187.0,6434.0,1805,2.0,105.0,0
Ramanagara,68.0,3749,112.0,2828.0,887,0.0,34.0,0
Shivamogga,329.0,10159,245.0,7048.0,2952,3.0,159.0,0
Tumakuru,304.0,7408,117.0,5018.0,2223,3.0,167.0,0
Udupi,217.0,12735,270.0,10631.0,1993,0.0,111.0,0
Uttara Kannada,247.0,5993,97.0,4248.0,1688,1.0,57.0,0
Vijayapura,96.0,7277,125.0,6512.0,644,2.0,121.0,0
Yadagiri,139.0,6125,30.0,4668.0,1414,2.0,43.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
