District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,206.0,8987,112.0,7731.0,1160,3.0,96.0,0
Ballari,296.0,28485,362.0,23317.0,4783,25.0,385.0,0
Belagavi,221.0,17559,395.0,14829.0,2473,8.0,257.0,0
Bengaluru Rural,112.0,7343,131.0,5541.0,1729,7.0,73.0,0
Bengaluru Urban,3623.0,187705,2725.0,143198.0,41914,37.0,2592.0,1
Bidar,46.0,5723,53.0,4951.0,619,0.0,149.0,4
Chamarajanagara,67.0,3354,0.0,2589.0,699,0.0,55.0,11
Chikkaballapura,63.0,6290,107.0,5207.0,1004,0.0,78.0,1
Chikkamagaluru,109.0,6925,643.0,5320.0,1499,3.0,106.0,0
Chitradurga,141.0,5779,184.0,3866.0,1880,0.0,33.0,0
Dakshina Kannada,456.0,19322,340.0,14346.0,4505,11.0,469.0,2
Davanagere,146.0,14243,466.0,11199.0,2816,0.0,228.0,0
Dharwada,135.0,15309,134.0,12582.0,2279,9.0,448.0,0
Gadag,31.0,7900,182.0,6957.0,828,2.0,115.0,0
Hassana,173.0,13229,317.0,9359.0,3632,1.0,238.0,0
Haveri,116.0,7366,465.0,5554.0,1674,6.0,138.0,0
Kalaburagi,179.0,15333,202.0,12320.0,2759,6.0,254.0,0
Kodagu,44.0,2177,141.0,1766.0,380,3.0,31.0,0
Kolara,63.0,4887,93.0,3996.0,813,0.0,78.0,0
Koppala,176.0,9834,277.0,7708.0,1925,8.0,201.0,0
Mandya,69.0,8907,381.0,6912.0,1905,2.0,90.0,0
Mysuru,600.0,28677,883.0,22414.0,5596,17.0,667.0,0
Raichuru,116.0,10164,186.0,8318.0,1718,1.0,128.0,0
Ramanagara,70.0,4583,127.0,3897.0,642,0.0,44.0,0
Shivamogga,257.0,13572,1142.0,10262.0,3086,18.0,224.0,0
Tumakuru,208.0,10591,376.0,7474.0,2913,3.0,204.0,0
Udupi,493.0,14891,268.0,13175.0,1578,5.0,138.0,0
Uttara Kannada,181.0,7941,105.0,5441.0,2406,3.0,94.0,0
Vijayapura,86.0,8365,77.0,7410.0,812,1.0,143.0,0
Yadagiri,143.0,7505,75.0,6354.0,1102,0.0,49.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
