District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,188.0,7883,129.0,6633.0,1165,1.0,85.0,0
Ballari,382.0,25786,359.0,20975.0,4481,8.0,330.0,0
Belagavi,244.0,15850,608.0,12052.0,3563,9.0,235.0,0
Bengaluru Rural,146.0,6148,89.0,4861.0,1233,4.0,54.0,0
Bengaluru Urban,3426.0,163631,6116.0,120324.0,40936,30.0,2370.0,1
Bidar,61.0,5261,94.0,4619.0,495,0.0,143.0,4
Chamarajanagara,45.0,2882,60.0,2442.0,379,4.0,50.0,11
Chikkaballapura,131.0,5500,86.0,4389.0,1040,0.0,70.0,1
Chikkamagaluru,89.0,5741,170.0,4136.0,1508,2.0,97.0,0
Chitradurga,247.0,4475,643.0,3355.0,1091,2.0,29.0,0
Dakshina Kannada,446.0,16558,197.0,12611.0,3513,7.0,432.0,2
Davanagere,297.0,12486,274.0,9487.0,2775,1.0,224.0,0
Dharwada,203.0,14070,266.0,11279.0,2385,9.0,406.0,0
Gadag,195.0,7310,530.0,5871.0,1335,2.0,104.0,0
Hassana,305.0,11206,443.0,8141.0,2835,1.0,230.0,0
Haveri,240.0,6189,86.0,4677.0,1387,2.0,125.0,0
Kalaburagi,261.0,13995,144.0,11521.0,2235,4.0,239.0,0
Kodagu,18.0,1881,111.0,1529.0,326,1.0,26.0,0
Kolara,70.0,4356,61.0,3510.0,775,0.0,71.0,0
Koppala,171.0,8619,137.0,6642.0,1795,5.0,182.0,0
Mandya,131.0,7822,105.0,5544.0,2192,4.0,86.0,0
Mysuru,676.0,24449,517.0,16925.0,6962,13.0,562.0,0
Raichuru,200.0,9096,206.0,7354.0,1625,2.0,117.0,0
Ramanagara,76.0,4099,163.0,3444.0,617,1.0,38.0,0
Shivamogga,349.0,11762,391.0,8357.0,3213,8.0,192.0,0
Tumakuru,395.0,8588,136.0,5800.0,2604,2.0,184.0,0
Udupi,168.0,13751,116.0,11535.0,2089,2.0,127.0,0
Uttara Kannada,114.0,6682,182.0,4766.0,1838,4.0,78.0,0
Vijayapura,92.0,7662,96.0,6882.0,648,2.0,132.0,0
Yadagiri,98.0,6637,30.0,5305.0,1286,0.0,46.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
