District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,123.0,9352,154.0,8045.0,1207,2.0,100.0,0
Ballari,196.0,29279,954.0,24661.0,4209,9.0,409.0,0
Belagavi,171.0,17981,441.0,15802.0,1907,3.0,272.0,0
Bengaluru Rural,114.0,7825,88.0,5796.0,1954,1.0,75.0,0
Bengaluru Urban,2886.0,197646,3536.0,153884.0,41072,32.0,2689.0,1
Bidar,17.0,5840,104.0,5228.0,459,0.0,149.0,4
Chamarajanagara,57.0,3552,65.0,2789.0,686,4.0,66.0,11
Chikkaballapura,110.0,6570,72.0,5471.0,1018,2.0,80.0,1
Chikkamagaluru,68.0,7287,236.0,5831.0,1346,3.0,110.0,0
Chitradurga,326.0,6189,246.0,4548.0,1608,0.0,33.0,0
Dakshina Kannada,233.0,20367,404.0,15507.0,4370,8.0,488.0,2
Davanagere,162.0,14698,137.0,11639.0,2825,3.0,234.0,0
Dharwada,130.0,16008,237.0,13312.0,2230,7.0,466.0,0
Gadag,81.0,8447,112.0,7478.0,846,4.0,123.0,0
Hassana,268.0,13793,296.0,10798.0,2742,4.0,253.0,0
Haveri,103.0,7620,180.0,6092.0,1383,3.0,145.0,0
Kalaburagi,151.0,15730,115.0,13042.0,2429,1.0,259.0,0
Kodagu,13.0,2260,20.0,1860.0,369,0.0,31.0,0
Kolara,53.0,5136,78.0,4233.0,825,0.0,78.0,0
Koppala,155.0,10422,176.0,8275.0,1934,1.0,213.0,0
Mandya,102.0,9268,424.0,7801.0,1372,2.0,95.0,0
Mysuru,524.0,30308,633.0,25115.0,4487,15.0,706.0,0
Raichuru,60.0,10512,166.0,8730.0,1650,2.0,132.0,0
Ramanagara,27.0,4714,64.0,4052.0,618,0.0,44.0,0
Shivamogga,348.0,14321,226.0,10979.0,3104,7.0,238.0,0
Tumakuru,300.0,11294,269.0,8057.0,3025,3.0,212.0,0
Udupi,231.0,15632,278.0,13978.0,1511,4.0,143.0,0
Uttara Kannada,184.0,8362,21.0,6009.0,2251,0.0,102.0,0
Vijayapura,102.0,8635,90.0,7686.0,801,2.0,148.0,0
Yadagiri,44.0,7792,103.0,6646.0,1097,0.0,49.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
