District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,212.0,7399,165.0,6227.0,1091,0.0,81.0,0
Ballari,404.0,24470,210.0,19710.0,4453,6.0,307.0,0
Belagavi,230.0,14953,160.0,10581.0,4153,0.0,219.0,0
Bengaluru Rural,104.0,5846,30.0,4590.0,1208,1.0,48.0,0
Bengaluru Urban,3102.0,153625,2330.0,110972.0,40386,55.0,2266.0,1
Bidar,52.0,5043,69.0,4333.0,565,1.0,141.0,4
Chamarajanagara,42.0,2715,62.0,2281.0,378,2.0,45.0,11
Chikkaballapura,82.0,5061,114.0,4036.0,955,0.0,69.0,1
Chikkamagaluru,162.0,5468,105.0,3702.0,1675,2.0,91.0,0
Chitradurga,23.0,3992,179.0,2412.0,1555,0.0,25.0,0
Dakshina Kannada,374.0,15452,232.0,11988.0,3052,3.0,410.0,2
Davanagere,240.0,11637,198.0,8564.0,2855,2.0,218.0,0
Dharwada,318.0,13377,274.0,10484.0,2505,8.0,388.0,0
Gadag,196.0,6780,130.0,5033.0,1649,2.0,98.0,0
Hassana,219.0,10413,314.0,7222.0,2975,5.0,216.0,0
Haveri,165.0,5590,382.0,4312.0,1158,4.0,120.0,0
Kalaburagi,199.0,13250,176.0,10948.0,2071,2.0,231.0,0
Kodagu,29.0,1742,12.0,1359.0,360,0.0,23.0,0
Kolara,30.0,4085,69.0,3350.0,667,2.0,68.0,0
Koppala,269.0,8159,256.0,6136.0,1856,6.0,167.0,0
Mandya,273.0,7218,410.0,5061.0,2081,4.0,76.0,0
Mysuru,337.0,22638,739.0,15434.0,6681,11.0,523.0,0
Raichuru,209.0,8575,154.0,6735.0,1731,2.0,109.0,0
Ramanagara,28.0,3788,89.0,3060.0,692,1.0,36.0,0
Shivamogga,0.0,10309,265.0,7582.0,2554,6.0,173.0,0
Tumakuru,153.0,7586,207.0,5300.0,2111,6.0,175.0,0
Udupi,250.0,13098,178.0,10991.0,1987,7.0,120.0,0
Uttara Kannada,24.0,6094,72.0,4386.0,1644,4.0,64.0,0
Vijayapura,61.0,7450,73.0,6710.0,615,2.0,125.0,0
Yadagiri,79.0,6341,149.0,5041.0,1255,2.0,45.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
