District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,158.0,8547,0.0,6948.0,1510,0.0,89.0,0
Ballari,381.0,27512,0.0,22002.0,5157,0.0,353.0,0
Belagavi,258.0,17043,0.0,14090.0,2708,0.0,245.0,0
Bengaluru Rural,168.0,7165,177.0,5294.0,1805,5.0,66.0,0
Bengaluru Urban,3571.0,180283,3773.0,138289.0,39472,27.0,2521.0,1
Bidar,52.0,5597,67.0,4898.0,546,1.0,149.0,4
Chamarajanagara,65.0,3179,0.0,2589.0,524,0.0,55.0,11
Chikkaballapura,149.0,6125,158.0,5045.0,1001,2.0,78.0,1
Chikkamagaluru,171.0,6704,0.0,4677.0,1924,0.0,103.0,0
Chitradurga,227.0,5486,0.0,3682.0,1771,0.0,33.0,0
Dakshina Kannada,466.0,18558,0.0,13608.0,4499,0.0,449.0,2
Davanagere,213.0,13840,85.0,10733.0,2879,0.0,228.0,0
Dharwada,246.0,14927,0.0,11952.0,2542,0.0,433.0,0
Gadag,108.0,7800,0.0,6582.0,1107,0.0,111.0,0
Hassana,308.0,12850,0.0,9042.0,3571,0.0,237.0,0
Haveri,81.0,7062,0.0,5089.0,1841,0.0,132.0,0
Kalaburagi,221.0,14979,0.0,12118.0,2613,0.0,248.0,0
Kodagu,41.0,2086,0.0,1625.0,433,0.0,28.0,0
Kolara,101.0,4709,54.0,3849.0,782,1.0,78.0,0
Koppala,152.0,9478,0.0,7431.0,1854,0.0,193.0,0
Mandya,182.0,8752,0.0,6531.0,2133,0.0,88.0,0
Mysuru,748.0,27486,1285.0,20864.0,5989,17.0,633.0,0
Raichuru,193.0,9821,171.0,8132.0,1562,0.0,127.0,0
Ramanagara,62.0,4471,44.0,3770.0,657,5.0,44.0,0
Shivamogga,293.0,13097,0.0,9120.0,3771,0.0,206.0,0
Tumakuru,401.0,10002,380.0,7098.0,2703,5.0,201.0,0
Udupi,191.0,14278,0.0,12043.0,2106,0.0,129.0,0
Uttara Kannada,294.0,7633,136.0,5285.0,2261,4.0,87.0,0
Vijayapura,115.0,8172,65.0,7259.0,773,2.0,140.0,0
Yadagiri,109.0,7312,188.0,6131.0,1132,1.0,49.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
