District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,234.0,8781,671.0,7619.0,1069,4.0,93.0,0
Ballari,677.0,28189,953.0,22955.0,4874,7.0,360.0,0
Belagavi,295.0,17338,344.0,14434.0,2655,4.0,249.0,0
Bengaluru Rural,66.0,7231,116.0,5410.0,1755,0.0,66.0,0
Bengaluru Urban,3799.0,184082,2184.0,140473.0,41053,34.0,2555.0,1
Bidar,80.0,5677,0.0,4898.0,626,0.0,149.0,4
Chamarajanagara,108.0,3287,0.0,2589.0,632,0.0,55.0,11
Chikkaballapura,102.0,6227,55.0,5100.0,1048,0.0,78.0,1
Chikkamagaluru,112.0,6816,0.0,4677.0,2036,0.0,103.0,0
Chitradurga,152.0,5638,0.0,3682.0,1923,0.0,33.0,0
Dakshina Kannada,308.0,18866,398.0,14006.0,4400,9.0,458.0,2
Davanagere,257.0,14097,0.0,10733.0,3136,0.0,228.0,0
Dharwada,247.0,15174,496.0,12448.0,2287,6.0,439.0,0
Gadag,69.0,7869,193.0,6775.0,981,2.0,113.0,0
Hassana,206.0,13056,0.0,9042.0,3777,0.0,237.0,0
Haveri,188.0,7250,0.0,5089.0,2029,0.0,132.0,0
Kalaburagi,175.0,15154,0.0,12118.0,2788,0.0,248.0,0
Kodagu,47.0,2133,0.0,1625.0,480,0.0,28.0,0
Kolara,115.0,4824,54.0,3903.0,843,0.0,78.0,0
Koppala,180.0,9658,0.0,7431.0,2034,0.0,193.0,0
Mandya,86.0,8838,0.0,6531.0,2219,0.0,88.0,0
Mysuru,591.0,28077,667.0,21531.0,5896,17.0,650.0,0
Raichuru,227.0,10048,0.0,8132.0,1789,0.0,127.0,0
Ramanagara,42.0,4513,0.0,3770.0,699,0.0,44.0,0
Shivamogga,218.0,13315,0.0,9120.0,3989,0.0,206.0,0
Tumakuru,381.0,10383,0.0,7098.0,3084,0.0,201.0,0
Udupi,120.0,14398,864.0,12907.0,1358,4.0,133.0,0
Uttara Kannada,127.0,7760,51.0,5336.0,2333,4.0,91.0,0
Vijayapura,107.0,8279,74.0,7333.0,804,2.0,142.0,0
Yadagiri,50.0,7362,148.0,6279.0,1034,0.0,49.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
