District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,219,7618,169.0,6396.0,1139,2.0,83.0,0
Ballari,559,25029,491.0,20201.0,4513,8.0,315.0,0
Belagavi,390,15343,219.0,10800.0,4319,5.0,224.0,0
Bengaluru Rural,79,5925,114.0,4704.0,1171,2.0,50.0,0
Bengaluru Urban,3419,157044,1564.0,112536.0,42200,41.0,2307.0,1
Bidar,59,5102,98.0,4431.0,524,2.0,143.0,4
Chamarajanagara,60,2775,41.0,2322.0,396,1.0,46.0,11
Chikkaballapura,141,5202,171.0,4207.0,925,0.0,69.0,1
Chikkamagaluru,73,5541,123.0,3825.0,1623,2.0,93.0,0
Chitradurga,94,4086,209.0,2621.0,1438,2.0,27.0,0
Dakshina Kannada,310,15762,256.0,12244.0,3100,6.0,416.0,2
Davanagere,255,11892,405.0,8969.0,2703,2.0,220.0,0
Dharwada,226,13603,312.0,10796.0,2418,1.0,389.0,0
Gadag,155,6935,155.0,5188.0,1647,2.0,100.0,0
Hassana,270,10683,263.0,7485.0,2978,4.0,220.0,0
Haveri,169,5759,214.0,4526.0,1111,2.0,122.0,0
Kalaburagi,241,13491,195.0,11143.0,2115,2.0,233.0,0
Kodagu,60,1802,41.0,1400.0,378,1.0,24.0,0
Kolara,97,4182,53.0,3403.0,710,1.0,69.0,0
Koppala,150,8309,193.0,6329.0,1807,6.0,173.0,0
Mandya,224,7442,127.0,5188.0,2175,3.0,79.0,0
Mysuru,500,23138,475.0,15909.0,6693,13.0,536.0,0
Raichuru,214,8789,176.0,6911.0,1766,3.0,112.0,0
Ramanagara,109,3897,78.0,3138.0,722,1.0,37.0,0
Shivamogga,555#,10864,240.0,7822.0,2863,6.0,179.0,0
Tumakuru,242,7828,85.0,5385.0,2263,5.0,180.0,0
Udupi,258,13356,218.0,11209.0,2026,1.0,121.0,0
Uttara Kannada,260,6354,82.0,4468.0,1820,2.0,66.0,0
Vijayapura,57,7507,21.0,6731.0,649,2.0,127.0,0
Yadagiri,95,6436,72.0,5113.0,1278,0.0,45.0,0
Others*,0,36,0.0,33.0,0,0.0,3.0,0
