District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,165.0,8223,52.0,6802.0,1336,0.0,85.0,0
Ballari,661.0,26813,406.0,21728.0,4739,8.0,346.0,0
Belagavi,318.0,16369,388.0,13071.0,3061,0.0,237.0,0
Bengaluru Rural,216.0,6575,67.0,4983.0,1536,0.0,56.0,0
Bengaluru Urban,3479.0,170662,3270.0,127132.0,41093,45.0,2436.0,1
Bidar,82.0,5444,13.0,4651.0,646,0.0,143.0,4
Chamarajanagara,80.0,3022,0.0,2519.0,440,0.0,52.0,11
Chikkaballapura,85.0,5686,101.0,4628.0,986,1.0,71.0,1
Chikkamagaluru,171.0,6071,103.0,4454.0,1519,0.0,98.0,0
Chitradurga,232.0,4934,134.0,3615.0,1286,0.0,33.0,0
Dakshina Kannada,404.0,17363,174.0,12989.0,3932,3.0,440.0,2
Davanagere,144.0,12897,322.0,10293.0,2378,1.0,226.0,0
Dharwada,199.0,14508,159.0,11704.0,2382,7.0,422.0,0
Gadag,198.0,7557,192.0,6269.0,1181,2.0,107.0,0
Hassana,426.0,11956,245.0,8710.0,3011,4.0,235.0,0
Haveri,191.0,6593,106.0,4831.0,1635,1.0,127.0,0
Kalaburagi,214.0,14431,165.0,11822.0,2367,0.0,242.0,0
Kodagu,33.0,1941,24.0,1596.0,319,0.0,26.0,0
Kolara,73.0,4482,52.0,3632.0,775,2.0,75.0,0
Koppala,259.0,9061,185.0,7055.0,1817,3.0,189.0,0
Mandya,246.0,8261,277.0,5991.0,2184,0.0,86.0,0
Mysuru,665.0,25751,668.0,18158.0,7002,15.0,591.0,0
Raichuru,190.0,9417,136.0,7681.0,1615,2.0,121.0,0
Ramanagara,38.0,4218,73.0,3593.0,587,0.0,38.0,0
Shivamogga,299.0,12216,213.0,8839.0,3175,5.0,202.0,0
Tumakuru,294.0,9186,191.0,6470.0,2528,3.0,188.0,0
Udupi,126.0,14046,154.0,12043.0,1874,0.0,129.0,0
Uttara Kannada,141.0,6953,36.0,4888.0,1984,1.0,81.0,0
Vijayapura,30.0,7750,84.0,7039.0,577,1.0,134.0,0
Yadagiri,235.0,7023,412.0,5739.0,1238,0.0,46.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
