District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,166.0,8389,146.0,6948.0,1353,3.0,88.0,0
Ballari,264.0,27077,274.0,22002.0,4722,7.0,353.0,0
Belagavi,167.0,16536,533.0,13604.0,2691,4.0,241.0,0
Bengaluru Rural,275.0,6850,24.0,5007.0,1786,1.0,57.0,0
Bengaluru Urban,2966.0,173628,3495.0,130627.0,40527,37.0,2473.0,1
Bidar,51.0,5495,107.0,4758.0,588,2.0,145.0,4
Chamarajanagara,54.0,3076,49.0,2568.0,443,2.0,54.0,11
Chikkaballapura,140.0,5826,95.0,4723.0,1029,2.0,73.0,1
Chikkamagaluru,200.0,6271,223.0,4677.0,1493,3.0,101.0,0
Chitradurga,198.0,5132,14.0,3629.0,1470,0.0,33.0,0
Dakshina Kannada,413.0,17776,297.0,13286.0,4043,5.0,445.0,2
Davanagere,325.0,13222,129.0,10422.0,2574,0.0,226.0,0
Dharwada,117.0,14625,248.0,11952.0,2242,9.0,431.0,0
Gadag,96.0,7653,184.0,6453.0,1091,2.0,109.0,0
Hassana,295.0,12251,332.0,9042.0,2973,1.0,236.0,0
Haveri,208.0,6801,185.0,5016.0,1656,2.0,129.0,0
Kalaburagi,185.0,14616,209.0,12031.0,2340,3.0,245.0,0
Kodagu,32.0,1973,29.0,1625.0,321,1.0,27.0,0
Kolara,57.0,4539,78.0,3710.0,754,0.0,75.0,0
Koppala,162.0,9223,141.0,7196.0,1835,3.0,192.0,0
Mandya,109.0,8370,180.0,6171.0,2112,1.0,87.0,0
Mysuru,677.0,26428,945.0,19103.0,6722,12.0,603.0,0
Raichuru,51.0,9468,135.0,7816.0,1528,3.0,124.0,0
Ramanagara,113.0,4331,47.0,3640.0,652,1.0,39.0,0
Shivamogga,220.0,12436,282.0,9121.0,3108,5.0,207.0,0
Tumakuru,192.0,9378,248.0,6718.0,2466,6.0,194.0,0
Udupi,40.0,14086,0.0,12043.0,1914,0.0,129.0,0
Uttara Kannada,191.0,7144,99.0,4987.0,2074,2.0,83.0,0
Vijayapura,176.0,7926,68.0,7107.0,683,2.0,136.0,0
Yadagiri,104.0,7127,69.0,5808.0,1273,0.0,46.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
