District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,51.0,10237,468.0,9285.0,846,1.0,106.0,0
Ballari,109.0,31529,489.0,28833.0,2234,2.0,462.0,0
Belagavi,243.0,19457,175.0,16856.0,2311,0.0,290.0,0
Bengaluru Rural,188.0,9587,655.0,7728.0,1764,4.0,95.0,0
Bengaluru Urban,4226.0,232663,3667.0,182581.0,47145,24.0,2936.0,1
Bidar,28.0,6317,18.0,5672.0,489,1.0,152.0,4
Chamarajanagara,50.0,4046,36.0,3087.0,871,4.0,77.0,11
Chikkaballapura,89.0,7479,32.0,5702.0,1691,0.0,85.0,1
Chikkamagaluru,167.0,8767,96.0,6980.0,1665,3.0,122.0,0
Chitradurga,180.0,7353,138.0,5906.0,1409,0.0,38.0,0
Dakshina Kannada,240.0,22946,299.0,16801.0,5609,10.0,534.0,2
Davanagere,173.0,16093,112.0,12848.0,3004,0.0,241.0,0
Dharwada,128.0,17474,72.0,14449.0,2537,2.0,488.0,0
Gadag,67.0,9116,112.0,8403.0,582,1.0,131.0,0
Hassana,446.0,16865,268.0,13033.0,3537,7.0,295.0,0
Haveri,134.0,8551,95.0,6582.0,1809,1.0,160.0,0
Kalaburagi,97.0,17099,99.0,14085.0,2737,1.0,277.0,0
Kodagu,96.0,2745,31.0,2174.0,535,0.0,36.0,0
Kolara,78.0,5851,71.0,4604.0,1162,2.0,85.0,0
Koppala,87.0,11504,343.0,9403.0,1874,7.0,227.0,0
Mandya,244.0,11045,260.0,8850.0,2091,2.0,104.0,0
Mysuru,564.0,34518,200.0,26671.0,7110,6.0,737.0,0
Raichuru,93.0,11268,96.0,9687.0,1446,0.0,135.0,0
Ramanagara,44.0,5146,70.0,4492.0,607,0.0,47.0,0
Shivamogga,248.0,16353,325.0,12926.0,3134,4.0,293.0,0
Tumakuru,362.0,13168,142.0,9438.0,3495,3.0,235.0,0
Udupi,139.0,17144,187.0,14968.0,2029,1.0,147.0,0
Uttara Kannada,146.0,9484,142.0,6903.0,2470,0.0,111.0,0
Vijayapura,80.0,9496,79.0,8634.0,698,1.0,164.0,0
Yadagiri,59.0,8430,113.0,7654.0,725,0.0,51.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
