District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,166.0,6516,87.0,5552.0,888,0.0,76.0,0
Ballari,433.0,22167,470.0,16795.0,5103,5.0,269.0,0
Belagavi,470.0,13016,132.0,9143.0,3676,1.0,197.0,0
Bengaluru Rural,146.0,5084,140.0,4192.0,860,0.0,32.0,0
Bengaluru Urban,3420.0,135512,2383.0,93563.0,39911,32.0,2037.0,1
Bidar,62.0,4665,91.0,4026.0,499,1.0,136.0,4
Chamarajanagara,67.0,2482,64.0,1913.0,520,1.0,38.0,11
Chikkaballapura,100.0,4373,61.0,3474.0,833,0.0,65.0,1
Chikkamagaluru,117.0,4382,105.0,2936.0,1368,4.0,78.0,0
Chitradurga,174.0,3175,91.0,1770.0,1380,3.0,25.0,0
Dakshina Kannada,414.0,13479,346.0,10498.0,2600,6.0,379.0,2
Davanagere,321.0,10097,119.0,7484.0,2417,1.0,196.0,0
Dharwada,327.0,11853,119.0,9019.0,2497,10.0,337.0,0
Gadag,195.0,5739,192.0,4009.0,1646,3.0,84.0,0
Hassana,290.0,8803,187.0,5705.0,2906,4.0,192.0,0
Haveri,149.0,4601,67.0,3151.0,1338,2.0,112.0,0
Kalaburagi,194.0,12126,96.0,9700.0,2207,5.0,219.0,0
Kodagu,25.0,1510,31.0,1194.0,295,0.0,21.0,0
Kolara,83.0,3609,73.0,2805.0,740,0.0,64.0,0
Koppala,282.0,6930,133.0,4899.0,1896,2.0,135.0,0
Mandya,245.0,5893,154.0,3989.0,1839,2.0,65.0,0
Mysuru,667.0,19353,161.0,13092.0,5794,11.0,467.0,0
Raichuru,232.0,7641,147.0,5892.0,1655,3.0,94.0,0
Ramanagara,59.0,3449,51.0,2515.0,903,1.0,31.0,0
Shivamogga,342.0,8883,157.0,5802.0,2947,7.0,134.0,0
Tumakuru,357.0,6356,168.0,4116.0,2085,3.0,155.0,0
Udupi,169.0,11928,240.0,9469.0,2358,3.0,101.0,0
Uttara Kannada,126.0,5179,130.0,3894.0,1231,0.0,54.0,0
Vijayapura,122.0,6862,79.0,6016.0,733,3.0,113.0,0
Yadagiri,106.0,5642,13.0,4267.0,1334,0.0,41.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
