District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,2131.0,89811,2356.0,53782.0,34584,49.0,1444.0,1
Mysuru,620.0,10535,386.0,6475.0,3756,10.0,304.0,0
Belagavi,478.0,7794,410.0,3877.0,3796,3.0,121.0,0
Ballari,381.0,14188,704.0,8208.0,5817,9.0,163.0,0
Kalaburagi,285.0,8825,322.0,6691.0,1971,2.0,163.0,0
Dharwada,268.0,7654,200.0,4834.0,2586,5.0,234.0,0
Udupi,237.0,7974,259.0,5240.0,2655,0.0,79.0,0
Yadagiri,236.0,3837,38.0,2518.0,1296,3.0,23.0,0
Dakshina Kannada,229.0,8873,128.0,6436.0,2168,7.0,267.0,2
Davanagere,218.0,5301,109.0,3529.0,1644,3.0,128.0,0
Koppala,211.0,3500,195.0,2146.0,1295,3.0,59.0,0
Raichuru,183.0,5089,71.0,3131.0,1901,3.0,57.0,0
Tumakuru,169.0,3372,91.0,1879.0,1398,5.0,95.0,0
Vijayapura,158.0,4870,185.0,3780.0,1036,3.0,54.0,0
Bagalakote,156.0,4150,44.0,2985.0,1111,0.0,54.0,0
Hassana,145.0,4592,309.0,2749.0,1720,2.0,123.0,0
Bidar,119.0,3577,73.0,2507.0,958,1.0,108.0,4
Chikkaballapura,98.0,2896,73.0,2132.0,713,1.0,50.0,1
Mandya,91.0,3354,109.0,1900.0,1418,3.0,36.0,0
Kolara,90.0,2394,160.0,1276.0,1072,0.0,46.0,0
Bengaluru Rural,87.0,3503,20.0,2108.0,1378,0.0,17.0,0
Gadaga,79.0,3056,70.0,1828.0,1171,2.0,57.0,0
Haveri,76.0,2484,98.0,1626.0,807,2.0,51.0,0
Chitradurga,71.0,1498,0.0,843.0,641,0.0,14.0,0
Chikkamagaluru,69.0,2186,37.0,1295.0,844,4.0,47.0,0
Uttara Kannada,61.0,3272,110.0,2336.0,904,2.0,32.0,0
Chamarajanagara,36.0,1584,70.0,1143.0,412,0.0,21.0,8
Ramanagara,32.0,2081,20.0,1430.0,634,0.0,17.0,0
Kodagu,25.0,959,27.0,627.0,321,0.0,11.0,0
Shivamogga,1.0,3721,6.0,2147.0,1505,2.0,69.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
