District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,159.0,4807,297.0,3948.0,803,0.0,56.0,0
Ballari,483.0,16200,389.0,10072.0,5933,8.0,195.0,0
Belagavi,358.0,9097,89.0,4971.0,3982,4.0,144.0,0
Bengaluru Rural,77.0,3796,207.0,3179.0,596,0.0,21.0,0
Bengaluru Urban,2912.0,99822,1981.0,64022.0,34186,25.0,1613.0,1
Bidar,85.0,3876,107.0,2829.0,924,0.0,119.0,4
Chamarajanagara,120.0,1897,34.0,1386.0,479,2.0,24.0,8
Chikkaballapura,76.0,3168,123.0,2565.0,549,3.0,53.0,1
Chikkamagaluru,124.0,2647,62.0,1661.0,933,3.0,53.0,0
Chitradurga,60.0,1667,0.0,1109.0,544,0.0,14.0,0
Dakshina Kannada,177.0,9707,187.0,7120.0,2291,6.0,294.0,2
Davanagere,245.0,6271,381.0,4230.0,1900,5.0,141.0,0
Dharwada,159.0,8546,330.0,6046.0,2242,0.0,258.0,0
Gadag,114.0,3604,151.0,2456.0,1086,1.0,62.0,0
Hassana,196.0,5443,117.0,3419.0,1878,7.0,146.0,0
Haveri,111.0,2884,42.0,1784.0,1035,4.0,65.0,0
Kalaburagi,210.0,9629,176.0,7554.0,1896,4.0,179.0,0
Kodagu,46.0,1077,49.0,716.0,347,2.0,14.0,0
Kolara,69.0,2741,132.0,1890.0,804,1.0,47.0,0
Koppala,132.0,4076,143.0,2760.0,1237,7.0,79.0,0
Mandya,109.0,3848,93.0,2286.0,1523,0.0,39.0,0
Mysuru,253.0,12304,0.0,7302.0,4682,0.0,320.0,0
Raichuru,111.0,5634,290.0,3865.0,1701,2.0,68.0,0
Ramanagara,27.0,2434,82.0,1683.0,734,0.0,17.0,0
Shivamogga,188.0,5539,13.0,2839.0,2618,4.0,82.0,0
Tumakuru,138.0,3780,77.0,2369.0,1304,1.0,107.0,0
Udupi,351.0,9389,359.0,6370.0,2937,2.0,82.0,0
Uttara Kannada,115.0,3675,116.0,2734.0,903,3.0,38.0,0
Vijayapura,112.0,5259,150.0,4332.0,861,4.0,66.0,0
Yadagiri,68.0,4122,54.0,2851.0,1241,4.0,30.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
