District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,1497,60998,2693,23603,36290,27,1104,1
Mysuru,372,5192,374,2066,2952,13,174,0
Ballari,305,7354,18,3241,4034,2,79,0
Bagalakote,209,2153,64,1031,1073,0,49,0
Dharwada,191,4647,88,1934,2558,8,155,0
Kalaburagi,170,5937,369,3318,2508,5,111,0
Koppala,157,1429,18,713,693,0,23,0
Shivamogga,155,2096,0,732,1329,0,35,0
Dakshina Kannada,153,6163,124,2849,3147,7,165,2
Mandya,152,1909,44,1053,842,0,14,0
Hassana,131,2554,0,1019,1467,5,68,0
Udupi,126,4799,122,2728,2035,1,36,0
Tumakuru,122,1864,20,859,950,3,55,0
Raichuru,115,2709,141,1765,916,1,28,0
Gadag,100,1668,40,578,1051,2,39,0
Haveri,99,1288,53,652,609,2,27,0
Vijayapura,92,3224,9,2193,993,2,38,0
Yadagiri,86,2511,12,1915,588,1,8,0
Ramanagara,68,1238,0,405,822,0,11,0
Belagavi,60,3681,29,1054,2542,10,85,0
Chikkaballapura,58,1953,90,1257,657,2,38,1
Chamarajanagara,52,795,31,494,291,1,10,0
Bidar,50,2448,90,1670,692,3,82,4
Chikkamagaluru,46,1136,53,493,621,0,22,0
Davanagere,41,2428,82,1561,810,2,57,0
Kolara,40,1455,0,549,881,0,25,0
Kodagu,39,506,32,320,177,0,9,0
Chitradurga,33,791,0,258,524,0,9,0
Uttara Kannada,31,2220,64,1509,686,1,25,0
Bengaluru Rural,2,2389,116,648,1731,0,10,0
Others*,0,36,0,33,0,0,3,0
