District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bengaluru Urban,2452.0,84185,2146.0,49392.0,33432,22.0,1360.0,1
Ballari,608.0,13048,277.0,6948.0,5952,9.0,148.0,0
Shivamogga,413.0,3587,74.0,2051.0,1474,3.0,62.0,0
Davanagere,351.0,4756,282.0,3153.0,1483,7.0,120.0,0
Belagavi,334.0,6958,178.0,3063.0,3777,5.0,118.0,0
Udupi,322.0,7496,614.0,4752.0,2667,7.0,77.0,0
Dakshina Kannada,307.0,8373,242.0,6106.0,2011,6.0,254.0,2
Mysuru,291.0,9280,412.0,5830.0,3166,10.0,284.0,0
Kalaburagi,229.0,8351,376.0,6150.0,2042,5.0,159.0,0
Raichuru,220.0,4751,119.0,2951.0,1749,2.0,51.0,0
Dharwada,219.0,7147,199.0,4524.0,2401,8.0,222.0,0
Gadag,190.0,2835,211.0,1657.0,1125,1.0,53.0,0
Tumakuru,185.0,3042,273.0,1580.0,1374,2.0,88.0,0
Bagalakote,171.0,3826,296.0,2803.0,969,0.0,54.0,0
Mandya,163.0,3179,65.0,1755.0,1392,1.0,32.0,0
Koppala,162.0,3111,213.0,1546.0,1511,5.0,54.0,0
Hassana,158.0,4293,139.0,2316.0,1860,2.0,117.0,0
Vijayapura,144.0,4480,122.0,3460.0,971,2.0,49.0,0
Haveri,138.0,2292,25.0,1494.0,751,2.0,47.0,0
Yadagiri,116.0,3537,43.0,2331.0,1187,0.0,19.0,0
Chikkamagaluru,104.0,2038,9.0,1235.0,764,1.0,39.0,0
Bidar,97.0,3345,76.0,2364.0,873,1.0,104.0,4
Uttara Kannada,87.0,3136,117.0,2184.0,923,1.0,29.0,0
Ramanagara,87.0,1996,19.0,1307.0,672,0.0,17.0,0
Kolara,81.0,2249,21.0,1038.0,1165,0.0,46.0,0
Chitradurga,77.0,1393,43.0,680.0,699,0.0,14.0,0
Chamarajanagara,61.0,1484,67.0,1046.0,410,2.0,28.0,0
Kodagu,60.0,886,44.0,577.0,298,0.0,11.0,0
Chikkaballapura,42.0,2754,68.0,1847.0,858,0.0,48.0,1
Bengaluru Rural,39.0,3264,170.0,2009.0,1245,0.0,10.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
