District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,171.0,4485,264.0,3350.0,1079,1.0,56.0,0
Ballari,673.0,15180,500.0,9054.0,5948,9.0,178.0,0
Belagavi,395.0,8360,459.0,4615.0,3608,7.0,137.0,0
Bengaluru Rural,123.0,3651,157.0,2909.0,722,3.0,20.0,0
Bengaluru Urban,2242.0,94106,3520.0,59492.0,33081,49.0,1532.0,1
Bidar,99.0,3748,55.0,2571.0,1057,8.0,116.0,4
Chamarajanagara,21.0,1666,52.0,1246.0,390,1.0,22.0,8
Chikkaballapura,82.0,3019,130.0,2425.0,543,0.0,50.0,1
Chikkamagaluru,145.0,2423,136.0,1549.0,825,0.0,49.0,0
Chitradurga,41.0,1560,70.0,1030.0,516,0.0,14.0,0
Dakshina Kannada,279.0,9296,173.0,6818.0,2192,9.0,284.0,2
Davanagere,332.0,5798,42.0,3783.0,1886,1.0,129.0,0
Dharwada,279.0,8134,351.0,5365.0,2520,10.0,249.0,0
Gadag,186.0,3341,206.0,2138.0,1144,2.0,59.0,0
Hassana,177.0,5019,129.0,3154.0,1726,7.0,139.0,0
Haveri,109.0,2636,55.0,1713.0,865,3.0,58.0,0
Kalaburagi,229.0,9265,246.0,7131.0,1962,2.0,172.0,0
Kodagu,16.0,993,25.0,653.0,328,0.0,12.0,0
Kolara,71.0,2586,167.0,1644.0,896,0.0,46.0,0
Koppala,142.0,3811,123.0,2486.0,1261,1.0,64.0,0
Mandya,174.0,3554,130.0,2112.0,1403,2.0,39.0,0
Mysuru,357.0,11489,298.0,7062.0,4112,6.0,315.0,0
Raichuru,171.0,5370,143.0,3416.0,1890,4.0,64.0,0
Ramanagara,115.0,2281,19.0,1481.0,783,0.0,17.0,0
Shivamogga,318.0,4436,45.0,2256.0,2104,3.0,76.0,0
Tumakuru,46.0,3548,159.0,2250.0,1197,4.0,101.0,0
Udupi,421.0,8663,321.0,5830.0,2753,0.0,80.0,0
Uttara Kannada,80.0,3441,113.0,2488.0,919,1.0,34.0,0
Vijayapura,64.0,5040,220.0,4163.0,817,3.0,60.0,0
Yadagiri,107.0,4013,79.0,2732.0,1255,3.0,26.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
