District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,172.0,6214,209.0,5384.0,756,1.0,74.0,0
Ballari,365.0,21341,580.0,15974.0,5107,5.0,260.0,0
Belagavi,154.0,12230,331.0,8916.0,3125,5.0,189.0,0
Bengaluru Rural,73.0,6582,0.0,4014.0,749,1.0,30.0,0
Bengaluru Urban,1862.0,127336,2422.0,90043.0,37116,27.0,1965.0,1
Bidar,30.0,4540,120.0,3839.0,562,1.0,135.0,4
Chamarajanagara,51.0,2366,47.0,1788.0,531,2.0,36.0,11
Chikkaballapura,68.0,4167,39.0,3332.0,771,1.0,63.0,1
Chikkamagaluru,100.0,4055,75.0,2764.0,1219,2.0,72.0,0
Chitradurga,286.0,2837,0.0,1616.0,1199,0.0,22.0,0
Dakshina Kannada,270.0,12713,367.0,9789.0,2556,12.0,366.0,2
Davanagere,257.0,9487,371.0,7003.0,2293,6.0,191.0,0
Dharwada,279.0,11327,296.0,8665.0,2337,9.0,325.0,0
Gadag,178.0,5350,100.0,3744.0,1527,1.0,79.0,0
Hassana,217.0,8052,138.0,5313.0,2562,2.0,177.0,0
Haveri,63.0,4299,105.0,2973.0,1218,5.0,108.0,0
Kalaburagi,161.0,11712,38.0,9518.0,1984,4.0,210.0,0
Kodagu,17.0,1431,2.0,1149.0,261,0.0,21.0,0
Kolara,60.0,3462,58.0,2673.0,726,1.0,63.0,0
Koppala,200.0,6453,94.0,4556.0,1768,1.0,129.0,0
Mandya,159.0,5451,61.0,3735.0,1654,4.0,62.0,0
Mysuru,405.0,17949,368.0,12753.0,4752,6.0,444.0,0
Raichuru,140.0,7164,194.0,5663.0,1413,2.0,88.0,0
Ramanagara,69.0,3285,11.0,2419.0,837,2.0,29.0,0
Shivamogga,168.0,8308,245.0,5441.0,2750,4.0,117.0,0
Tumakuru,316.0,5672,156.0,3715.0,1808,3.0,149.0,0
Udupi,83.0,11598,303.0,8979.0,2523,2.0,96.0,0
Uttara Kannada,86.0,4939,78.0,3696.0,1190,1.0,53.0,0
Vijayapura,84.0,6673,112.0,5825.0,742,3.0,106.0,0
Yadagiri,122.0,5394,318.0,4155.0,1199,0.0,40.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
