District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,1,13724,7,13566,22,0,136,0
Ballari,12,39042,14,38308,137,0,597,0
Belagavi,8,26458,13,25977,139,0,342,0
Bengaluru Rural,19,18503,15,18141,208,0,154,0
Bengaluru Urban,141,393814,255,383897,5561,3,4355,1
Bidar,7,7326,1,7107,43,0,172,4
Chamarajanagara,7,6866,5,6702,34,0,119,11
Chikkaballapura,8,13334,21,13026,190,0,117,1
Chikkamagaluru,12,13839,5,13612,88,0,139,0
Chitradurga,19,14489,11,14259,162,0,68,0
Dakshina Kannada,28,33337,17,32247,354,0,734,2
Davanagere,10,22188,3,21800,124,0,264,0
Dharwada,20,22037,15,21312,115,0,610,0
Gadag,3,10953,3,10797,15,0,141,0
Hassana,12,28307,23,27736,178,0,393,0
Haveri,1,10983,2,10786,7,0,190,0
Kalaburagi,13,21333,15,20800,207,0,326,0
Kodagu,16,5878,5,5714,93,0,71,0
Kolara,6,9907,17,9612,118,0,177,0
Koppala,2,13916,5,13611,26,0,279,0
Mandya,2,19564,12,19350,67,0,147,0
Mysuru,23,52917,23,51619,278,0,1020,0
Raichuru,3,14233,13,14016,59,0,158,0
Ramanagara,0,7400,0,7309,14,0,77,0
Shivamogga,7,22203,7,21730,124,0,349,0
Tumakuru,8,24800,24,24264,153,0,383,0
Udupi,2,23205,3,22963,53,0,189,0
Uttara Kannada,12,14403,10,14154,71,0,178,0
Vijayapura,4,14331,12,14069,56,0,206,0
Yadagiri,2,10634,8,10541,32,0,61,0
Others*,0,36,0,33,0,0,3,0
