District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,16,13691,6,13516,39,0,136,0
Ballari,4,38860,41,38115,148,0,597,0
Belagavi,14,26273,13,25738,193,0,342,0
Bengaluru Rural,28,18288,23,17874,262,0,152,0
Bengaluru Urban,464,388850,608,377443,7085,4,4321,1
Bidar,6,7262,4,7044,43,0,171,4
Chamarajanagara,12,6788,12,6578,80,0,119,11
Chikkaballapura,29,13000,16,12648,234,1,117,1
Chikkamagaluru,8,13692,7,13433,120,0,139,0
Chitradurga,39,14309,17,14059,182,0,68,0
Dakshina Kannada,27,32911,46,31895,280,0,734,2
Davanagere,10,22037,18,21669,104,0,264,0
Dharwada,5,21871,14,21164,99,0,608,0
Gadag,12,10919,5,10752,26,0,141,0
Hassana,20,28026,26,27409,224,0,393,0
Haveri,2,10962,1,10755,17,0,190,0
Kalaburagi,11,21094,29,20593,178,0,323,0
Kodagu,7,5749,5,5577,101,0,71,0
Kolara,14,9724,9,9418,130,0,176,0
Koppala,0,13879,19,13552,48,0,279,0
Mandya,13,19445,6,19144,154,0,147,0
Mysuru,26,52420,73,51010,395,0,1015,0
Raichuru,3,14160,15,13953,49,0,158,0
Ramanagara,0,7381,6,7276,28,1,77,0
Shivamogga,20,22064,8,21497,219,0,348,0
Tumakuru,32,24567,24,23839,351,0,377,0
Udupi,14,23073,6,22802,83,0,188,0
Uttara Kannada,16,14244,9,13987,81,0,176,0
Vijayapura,19,14208,12,13924,79,0,205,0
Yadagiri,6,10590,6,10503,26,0,61,0
Others*,0,36,0,33,0,0,3,0
