District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,1,13700,6,13526,38,0,136,0
Ballari,15,38906,18,38185,124,0,597,0
Belagavi,13,26315,23,25796,177,0,342,0
Bengaluru Rural,10,18330,17,17931,247,0,152,0
Bengaluru Urban,298,389955,728,378936,6691,1,4327,1
Bidar,9,7279,7,7061,43,0,171,4
Chamarajanagara,5,6815,11,6614,71,0,119,11
Chikkaballapura,19,13080,101,12832,130,0,117,1
Chikkamagaluru,7,13721,10,13460,122,0,139,0
Chitradurga,37,14359,20,14101,190,0,68,0
Dakshina Kannada,16,32994,27,31960,298,0,734,2
Davanagere,2,22059,14,21709,86,0,264,0
Dharwada,15,21902,10,21203,90,0,609,0
Gadag,2,10927,3,10761,25,0,141,0
Hassana,27,28078,15,27490,195,0,393,0
Haveri,0,10973,1,10760,23,0,190,0
Kalaburagi,18,21144,14,20637,183,0,324,0
Kodagu,2,5777,13,5606,100,0,71,0
Kolara,11,9746,26,9477,93,0,176,0
Koppala,2,13889,5,13577,33,0,279,0
Mandya,9,19480,17,19202,131,0,147,0
Mysuru,20,52561,73,51234,310,0,1017,0
Raichuru,8,14173,4,13977,38,0,158,0
Ramanagara,1,7383,3,7287,19,0,77,0
Shivamogga,4,22083,15,21537,198,0,348,0
Tumakuru,8,24615,46,23987,249,0,379,0
Udupi,9,23113,14,22833,91,1,189,0
Uttara Kannada,12,14291,26,14024,91,0,176,0
Vijayapura,11,14252,13,13955,91,1,206,0
Yadagiri,9,10602,3,10511,30,0,61,0
Others*,0,36,0,33,0,0,3,0
